,NAME_2,Average Nighttime mean,system:index,AREA,state,Latitude,Longitude,PERIMETER,Population,statecode,Population Density,Night Light Class
354,Kaduna North,6.531496567,235,87.798,Kaduna,10.56083239,7.455289515,53.048,312885.45,KW,3563.696781,28.57227675
355,Kaduna South,7.77297752,240,60.113,Kaduna,10.47372385,7.422602543,38.603,305109.466,KW,5075.598722,28.57227675
364,Sabon Gari,0.907658277,206,244.708,Kaduna,11.15950119,7.688105219,70.784,320434.7833,AD,1309.457735,28.57227675
368,Zaria,0.507565908,213,303.404,Kaduna,11.023143,7.714277512,82.388,565567.7308,AD,1864.074735,28.57227675
375,Dala,6.349254606,134,24.943,Kano,11.99837759,8.462518711,24.213,483957.1804,AD,19402.52497,28.57227675
380,Fagge,20.16933113,137,27.66,Kano,11.98513403,8.553782299,20.167,291916.8191,OG,10553.7534,28.57227675
385,Gezawa,0.959274472,125,364.907,Kano,12.03363736,8.703944396,89.021,399867.5522,OG,1095.806746,28.57227675
386,Gwale,13.30747521,139,23.81,Kano,11.96826402,8.468683485,23.055,825782.9281,OG,34682.18934,28.57227675
389,Kano Municipal,6.915155973,145,26.499,Kano,11.94045083,8.477484735,22.044,353763.9821,OG,13350.08801,28.57227675
393,Kumbotso,1.911886744,147,162.81,Kano,11.90499976,8.497289107,63.807,997846.4213,OG,6128.901304,28.57227675
399,Nassarawa,17.91251811,133,19.019,Kano,12.00588309,8.508378021,21.054,641461.4104,EN,33727.39946,28.57227675
406,Tarauni,11.51342767,140,23.628,Kano,11.95497908,8.528279622,25.141,295562.1899,EN,12508.98044,28.57227675
410,Ungogo,3.717411098,126,187.442,Kano,12.04681019,8.504618378,76.109,888851.0263,EN,4742.005667,28.57227675
411,Warawa,0.399647855,143,345.302,Kano,11.89882564,8.728475188,86.974,194546.6469,EN,563.4101363,28.57227675
433,Katsina,2.606165846,32,145.475,Katsina,13.00103211,7.611729149,46.744,644651.8899,BA,4431.358583,28.57227675
495,Ilorin South,0.434312463,352,166.344,Kwara,8.435253145,4.692388286,66.358,62561.5689,AN,376.0975382,28.57227675
496,Ilorin West,1.735200881,349,98.404,Kwara,8.47156965,4.554961919,52.512,345260.7176,AN,3508.604504,28.57227675
505,Agege,10.06471657,549,16.575,Lagos,6.640746038,3.305409927,18.782,289449.7823,EK,17463.03362,28.57227675
506,Ajeromi-Ifelodun,10.49726575,574,11.645,Lagos,6.466175056,3.324312762,13.097,314222.5886,EK,26983.47691,28.57227675
507,Alimosho,5.743507962,543,148.062,Lagos,6.598164184,3.245760198,55.194,2079944.119,EK,14047.79159,28.57227675
508,Amuwo Odofin,3.306997327,569,190.955,Lagos,6.450737649,3.264784915,67.32,377541.2873,EK,1977.121768,28.57227675
509,Apapa,18.56885596,765,43.227,Lagos,6.437019209,3.362923608,34.006,271369.4581,EK,6277.776808,28.57227675
510,Badagry,0.894234906,570,516.531,Lagos,6.446571434,2.910629984,115.339,663729.649,EK,1284.97544,28.57227675
512,Eti Osa,10.26324599,764,201.279,Lagos,6.452816939,3.533949934,85.069,493328.1549,EK,2450.966842,28.57227675
513,Ibeju Lekki,0.61599334,564,488.075,Lagos,6.4672077,3.864350818,157.064,302704.1231,EK,620.2000166,28.57227675
514,Ifako-Ijaye,8.809837562,542,33.615,Lagos,6.677260018,3.303991521,28.115,297182.406,EK,8840.767693,28.57227675
515,Ikeja,17.12913933,551,45.744,Lagos,6.619092372,3.335571541,32.736,307583.9476,OY,6724.028235,28.57227675
516,Ikorodu,3.576643951,546,369.494,Lagos,6.626210641,3.558520355,88.09,1241907.315,OY,3361.102792,28.57227675
517,Kosofe,8.81912905,554,74.118,Lagos,6.607016502,3.401006934,38.369,489892.8572,OY,6609.634059,28.57227675
518,Lagos Island,2.785135551,558,238.99,Lagos,6.518635791,3.48232324,94.966,44729.8769,OY,187.1621277,28.57227675
519,Lagos Mainland,11.659153,567,22.781,Lagos,6.504245784,3.374241828,22.449,269611.8083,OY,11834.94176,28.57227675
520,Mushin,13.10961275,562,17.387,Lagos,6.551415191,3.342003952,18.422,350625.5487,OY,20165.96013,28.57227675
521,Ojo,2.044719931,565,196.583,Lagos,6.459484086,3.143994795,68.195,695867.6416,OY,3539.815964,28.57227675
522,Oshodi-Isolo,9.339666849,560,38.595,Lagos,6.558732161,3.304116408,28.349,557312.4779,OY,14440.01756,28.57227675
523,Shomolu,11.98190406,561,18.304,Lagos,6.553516883,3.378711137,17.122,151658.4182,OY,8285.534211,28.57227675
524,Surulere,10.04605972,568,30.717,Lagos,6.507097202,3.335343463,23.004,118282.3147,OY,3850.711811,28.57227675
540,Bida,0.51445518,319,51.239,Niger,9.082687486,5.984727584,28.012,192094.2912,OY,3748.985952,28.57227675
543,Chanchaga,2.189523394,282,73.751,Niger,9.60547139,6.514193835,33.141,373749.9565,OY,5067.727305,28.57227675
560,Suleja,0.449307069,304,121.968,Niger,9.188225949,7.15108401,48.953,378903.3349,KN,3106.579881,28.57227675
561,Tafa,1.340079762,301,139.068,Niger,9.242719283,7.230877004,68.698,64666.1473,KN,464.9966009,28.57227675
564,Abeokuta South,1.197962579,490,70.09,Ogun,7.169759161,3.354022564,35.34,421468.1478,KN,6013.242229,28.57227675
565,Ado Odo-Ota,1.160349655,536,904.124,Ogun,6.637450681,3.06818012,134.892,2181858.398,KN,2413.229157,28.57227675
568,Ewekoro,0.432009247,501,615.158,Ogun,6.958220267,3.188789348,123.449,162392.4242,KN,263.9849018,28.57227675
569,Ifo,1.318323499,524,487.083,Ogun,6.783523294,3.237972962,127.078,1702206.422,KN,3494.694789,28.57227675
573,Ijebu Ode,0.515042284,523,177.963,Ogun,6.766052585,3.956339703,91.879,276590.8744,KN,1554.204382,28.57227675
574,Ikenne,0.649664022,510,141.906,Ogun,6.910163541,3.673800897,54.127,161192.2676,KN,1135.908754,28.57227675
582,Shagamu,1.433287957,516,616.709,Ogun,6.788476911,3.564746646,114.994,749083.3312,KN,1214.646342,28.57227675
607,Ede North,0.67360109,422,85.727,Osun,7.709289901,4.507068493,42.449,123142.6297,KT,1436.45094,28.57227675
609,Egbedore,0.690908578,402,301.4,Osun,7.763581557,4.432031788,100.333,258518.0427,KT,857.7240965,28.57227675
616,Ifelodun,0.509253512,393,131.806,Osun,7.904281935,4.64751187,56.555,117189.7347,KT,889.1077394,28.57227675
618,Ilesha East,0.462934227,438,83.198,Osun,7.586148126,4.766445139,39.123,212828.0633,KT,2558.0911,28.57227675
619,Ilesha West,0.99723155,436,65.02,Osun,7.629649866,4.715074851,41.095,293358.9551,KT,4511.82644,28.57227675
620,Irepodun,0.713534257,398,65.727,Osun,7.856745689,4.519425722,44.29,104900.4311,KT,1596.002116,28.57227675
627,Olorunda,1.554438055,394,92.957,Osun,7.84198011,4.578304143,54.689,283263.6037,YO,3047.254147,28.57227675
629,Orolu,0.408804627,396,87.127,Osun,7.882402547,4.481376194,42.778,127308.5249,YO,1461.183386,28.57227675
630,Osogbo,1.170654683,415,55.686,Osun,7.745337152,4.584593584,35.722,268329.5385,YO,4818.617579,28.57227675
635,Egbeda,0.564478988,461,189.234,Oyo,7.39084547,4.059006136,67.203,668543.0925,YO,3532.890984,28.57227675
636,Ibadan North,3.772660545,463,26.46,Oyo,7.411897329,3.910474166,21.508,138047.5151,YO,5217.215234,28.57227675
637,Ibadan North-East,1.657817825,469,17.724,Oyo,7.37432652,3.931288725,22.323,367239.7494,YO,20719.91364,28.57227675
638,Ibadan North-West,3.441937134,465,28.696,Oyo,7.400765171,3.877505592,26.755,103405.5133,YO,3603.481785,28.57227675
639,Ibadan South-East,1.991615472,478,23.51,Oyo,7.335169824,3.904496922,18.971,230667.9071,YO,9811.480523,28.57227675
640,Ibadan South-West,4.958433186,474,40.226,Oyo,7.354409939,3.863996675,26.686,261598.0926,YO,6503.209183,28.57227675
668,Jos North,1.729032384,266,403.323,Plateau,9.908951559,8.871181223,78.34,591220.0381,JI,1465.872361,28.57227675
682,Ahoada East,1.451075095,693,354.096,Rivers,5.058531371,6.618620875,114.092,229578.8606,SO,648.3520305,28.57227675
683,Ahoada West,12.58286894,691,440.862,Rivers,5.051759562,6.500536066,115.787,71769.4543,SO,162.7934689,28.57227675
684,Akuku Toru,2.347948553,735,533.696,Rivers,4.549269526,6.73968338,125.944,17421.8093,SO,32.64369473,28.57227675
686,Asari-Toru,0.51707516,728,99.479,Rivers,4.741407063,6.829306302,55.917,29774.0471,SO,299.2998231,28.57227675
687,Bonny,8.614411214,743,647.422,Rivers,4.510660586,7.192507086,139.81,107203.6285,SO,165.5853964,28.57227675
688,Degema,8.526271582,723,1023.248,Rivers,4.573433736,6.901457633,223.875,65368.1932,SO,63.88304028,28.57227675
689,Eleme,2.536140166,724,125.84,Rivers,4.768227872,7.165329347,46.559,241243.51,SO,1917.065401,28.57227675
690,Emuoha,0.660556368,687,762.646,Rivers,4.989697187,6.751652139,161.086,202552.0636,SO,265.5911964,28.57227675
691,Etche,0.959395849,694,568.879,Rivers,5.062704893,7.049993574,121.1,458612.1284,SO,806.1681454,28.57227675
692,Gokana,0.461907829,737,93.218,Rivers,4.660026483,7.282618718,43.954,155276.2184,SO,1665.732138,28.57227675
693,Ikwerre,0.731387825,690,673.248,Rivers,5.026760285,6.884054618,117.63,366636.2599,BR,544.5783127,28.57227675
695,Obio-Akpor,5.919052041,718,280.085,Rivers,4.849349351,7.001763658,83.299,1461953.462,BR,5219.677819,28.57227675
696,Ogba-Egbema-Ndoni,13.22123108,652,700.062,Rivers,5.394652183,6.639998913,184.44,386531.4035,BR,552.1388156,28.57227675
697,Ogu Bolo,1.324913458,736,67.644,Rivers,4.643497216,7.183441669,48.186,15215.7634,BR,224.9388475,28.57227675
698,Okrika,8.13349597,732,226.901,Rivers,4.657420827,7.102013498,89.791,105224.8946,BR,463.7480425,28.57227675
701,Oyigbo,1.956087369,720,342.323,Rivers,4.835780771,7.288896017,107.718,255102.0291,BR,745.2085577,28.57227675
702,Port Harcourt,4.537368395,727,194.759,Rivers,4.747750071,7.034301779,64.004,482981.1439,BR,2479.89127,28.57227675
703,Tai,0.474322644,729,101.697,Rivers,4.737835491,7.260695485,45.2,54218.2899,BR,533.1355881,28.57227675
719,Sokoto North,2.750379049,29,39.581,Sokoto,13.06395461,5.267326071,25.821,253953.2219,BR,6416.038551,28.57227675
720,Sokoto South,1.609625765,33,30.346,Sokoto,13.01870547,5.279452057,30.722,361027.999,ZA,11897.05394,28.57227675
724,Wamako,0.55213616,21,571.605,Sokoto,13.04405847,5.120979383,105.038,494374.3569,ZA,864.8880904,28.57227675
733,Jalingo,0.546641386,325,191.234,Taraba,8.913730024,11.40137881,81.649,319816.9426,ZA,1672.385363,28.57227675
