,NAME_2,Average Nighttime mean,system:index,AREA,state,Latitude,Longitude,PERIMETER,Population,statecode,Population Density,Night Light Class
189,Ogoja,0.010631399,545,978.429,Cross River,6.495148445,8.706222025,196.574,181443.2738,CR,185.443475,0.024093387
190,Yakurr,0.021603566,623,671.75,Cross River,5.790790888,8.152380291,113.351,166451.1264,CR,247.7873114,0.024093387
191,Yala,0.009492895,522,1766.567,Cross River,6.654956036,8.584073028,248.897,212311.1729,CR,120.1829157,0.024093387
219,Afikpo South,0.010400134,626,331.552,Ebonyi,5.831682387,7.802751751,89.97,97846.9439,NI,295.117942,0.024093387
221,Ezza North,0.009702485,585,306.682,Ebonyi,6.248325375,7.965489198,74.207,103808.4696,NI,338.4889547,0.024093387
222,Ezza South,0.014180304,601,329.324,Ebonyi,6.11182265,8.002024081,101.354,111714.3004,,339.2230764,0.024093387
224,Ishielu,0.014195713,556,915.997,Ebonyi,6.411876639,7.811789081,136.136,137950.5077,,150.6014842,0.024093387
225,Ivo,0.020051938,622,289.41,Ebonyi,5.894673344,7.611006364,69.047,143742.2859,,496.6735286,0.024093387
226,Izzi,0.011330273,532,1095.328,Ebonyi,6.504999481,8.264334231,157.832,486500.6744,,444.1598082,0.024093387
229,Onicha,0.005026283,599,448.79,Ebonyi,6.107157421,7.833381693,116.657,175794.9817,,391.7087763,0.024093387
234,Esan South-East,0.021805365,534,1275.819,Edo,6.582709425,6.45945927,163.791,75780.5871,,59.39760036,0.024093387
236,Etsako Central,0.014358004,497,682.427,Edo,6.956465324,6.503823302,143.335,79365.1006,AK,116.2983009,0.024093387
254,Gbonyin,0.018137575,427,420.251,Ekiti,7.598727168,5.499043653,107.031,91611.8421,AK,217.9931567,0.024093387
258,Ikole,0.01389758,380,1005.353,Ekiti,7.862408059,5.512289218,157.519,148907.5508,AK,148.1146928,0.024093387
273,Isi-Uzo,0.018951468,525,893.94,Enugu,6.730658712,7.692936799,135.109,111648.6699,KO,124.8950376,0.024093387
288,Kwami,0.006232231,228,1658.694,Gombe,10.53238485,11.24020958,181.361,300006.3653,PL,180.8690242,0.024093387
291,Yamaltu-Deba,0.004686759,237,2169.225,Gombe,10.30178023,11.5398992,217.043,468311.0687,PL,215.8886555,0.024093387
325,Gagarawa,0.015451098,77,724.154,Jigawa,12.46513378,9.527916544,117.703,85268.174,ON,117.748675,0.024093387
326,Garki,0.011491448,84,1297.764,Jigawa,12.37192364,9.081677703,197.344,229456.0766,ON,176.8087854,0.024093387
328,Guri,0.015305184,53,1074.267,Jigawa,12.61600944,10.45367046,137.085,108190.9033,ON,100.7113718,0.024093387
329,Gwaram,0.011332317,192,2025.904,Jigawa,11.17834221,9.991843589,245.29,427415.6828,ON,210.9752895,0.024093387
333,Kafin Hausa,0.013610783,100,1401.166,Jigawa,12.13236422,10.01016008,151.565,314482.8135,ON,224.4436516,0.024093387
338,Maigatari,0.01708663,758,1098.679,Jigawa,12.69140522,9.533658441,151.647,153527.7741,ON,139.738517,0.024093387
340,Miga,0.020466011,106,618.096,Jigawa,12.19122587,9.675586637,112.198,157856.0054,ON,255.3907571,0.024093387
342,Roni,0.008958682,70,237.79,Jigawa,12.56151162,8.316402732,110.887,106491.6266,KW,447.8389613,0.024093387
346,Birnin Gwari,0.017384537,200,6281.145,Kaduna,10.8573347,6.654622958,434.131,439061.7678,KW,69.90154945,0.024093387
348,Giwa,0.014821193,198,1957.978,Kaduna,11.10451776,7.392072752,214.4,377897.4489,KW,193.00393,0.024093387
352,Jema'a,0.010746586,290,1712.243,Kaduna,9.33521727,8.248236945,217.579,258235.1183,KW,150.8168632,0.024093387
363,Makarfi,0.023619613,194,518.896,Kaduna,11.30040706,7.971482223,95.01,321632.0574,AD,619.8391535,0.024093387
365,Sanga,0.009227136,295,1323.478,Kaduna,9.213472919,8.481690889,203.467,214063.2505,AD,161.742961,0.024093387
367,Zangon Kataf,0.017815229,258,2633.826,Kaduna,9.822633253,8.22597972,213.156,360622.884,AD,136.9197829,0.024093387
369,Ajingi,0.003929493,130,693.982,Kano,11.94796489,9.029501195,128.946,239619.6164,AD,345.2821779,0.024093387
370,Albasu,0.009702905,170,460.539,Kano,11.62254543,9.091499579,117.04,213533.3643,AD,463.6596777,0.024093387
371,Bagwai,0.014942649,120,383.842,Kano,12.08016926,8.118563776,85.513,211456.3729,AD,550.8943078,0.024093387
373,Bichi,0.022093655,101,610.056,Kano,12.24283022,8.245625112,127.066,445252.321,AD,729.8548346,0.024093387
376,Dambatta,0.015897551,80,800.022,Kano,12.39952488,8.619752326,135.711,367982.7104,AD,459.9657389,0.024093387
379,Doguwa,0.004804571,207,1445.992,Kano,10.83418793,8.646021817,200.421,193906.3383,OG,134.0991778,0.024093387
381,Gabasawa,0.023478853,109,660.079,Kano,12.15378945,8.835443657,116.994,262875.5934,OG,398.2486845,0.024093387
394,Kunchi,0.005036805,83,706.672,Kano,12.40769156,8.253341051,113.824,211940.9125,OG,299.9141221,0.024093387
397,Makoda,0.017624796,81,403.585,Kano,12.40859583,8.46151557,122.794,206787.3492,OG,512.3762013,0.024093387
403,Shanono,0.015074542,110,626.404,Kano,12.06729684,7.940861297,126.97,157862.9711,EN,252.0146281,0.024093387
405,Takai,0.017228475,180,786.059,Kano,11.46715012,9.143514153,137.931,275061.9215,EN,349.9252874,0.024093387
408,Tsanyawa,0.004250644,94,412.742,Kano,12.25019054,7.99336752,87.777,169730.1318,EN,411.2257338,0.024093387
409,Tudun Wada,0.011051979,195,1132.51,Kano,11.25111607,8.556984468,226.083,278653.9702,EN,246.0498982,0.024093387
417,Bindawa,0.017816314,55,393.549,Katsina,12.7089658,7.85298859,110.336,270062.0589,BA,686.2221957,0.024093387
418,Charanchi,0.018098035,63,464.027,Katsina,12.59488242,7.673961032,108.887,217790.0756,BA,469.3478517,0.024093387
423,Dutsi,0.019073758,38,288.665,Katsina,12.90263359,8.136302841,83.753,107271.9371,BA,371.6139369,0.024093387
427,Ingawa,0.012488506,58,765.692,Katsina,12.60708302,8.068530894,159.374,208269.0558,BA,272.0010863,0.024093387
428,Jibia,0.015283572,20,1099.06,Katsina,12.9855642,7.296388293,209.112,255795.794,BA,232.7405183,0.024093387
429,Kafur,0.010714262,156,1031.357,Katsina,11.63658122,7.70052059,158.518,330098.0645,BA,320.061884,0.024093387
430,Kaita,0.020997998,11,972.081,Katsina,13.16246705,7.723243228,137.735,252803.7792,BA,260.0645205,0.024093387
431,Kankara,0.009294814,118,1435.922,Katsina,11.95409475,7.371022176,210.868,353637.3234,BA,246.2789228,0.024093387
434,Kurfi,0.011347405,49,558.026,Katsina,12.68434974,7.488803906,132.697,178314.8615,BA,319.5457945,0.024093387
435,Kusada,0.008040642,82,399.347,Katsina,12.44139852,7.978341385,85.685,115261.2444,BA,288.6242902,0.024093387
438,Mani,0.021456909,28,775.836,Katsina,12.88463851,7.922192836,159.483,309711.905,EB,399.1976462,0.024093387
439,Mashi,0.02405384,13,910.661,Katsina,13.12406113,7.983345225,141.039,308926.5094,EB,339.2332706,0.024093387
443,Sabuwa,0.01968112,193,665.734,Katsina,11.28418074,7.093503468,131.035,146364.4222,EB,219.8542093,0.024093387
445,Sandamu,0.01459833,41,287.807,Katsina,12.89188358,8.348610372,77.109,103430.8879,EB,359.3758592,0.024093387
446,Zango,0.007667652,31,648.034,Katsina,12.93936925,8.530927568,112.034,164024.6486,EB,253.1111772,0.024093387
448,Arewa Dandi,0.006829548,19,4952.362,Kebbi,12.69408742,4.055095217,374.855,249083.8789,EB,50.29597572,0.024093387
456,Fakai,0.003921262,173,1959.322,Kebbi,11.49284221,4.930894685,214.264,136543.425,KB,69.6891195,0.024093387
460,Koko-Besse,0.008911706,174,1309.468,Kebbi,11.43553052,4.439522314,193.856,170600.358,KB,130.2821894,0.024093387
465,Suru,0.015675748,132,1288.358,Kebbi,11.77074914,4.13634038,192.822,190251.4035,KB,147.6696722,0.024093387
467,Zuru,0.004326844,168,523.199,Kebbi,11.4808801,5.307618809,138.763,227102.4801,KB,434.0652029,0.024093387
471,Bassa,0.020638672,386,1924.212,Kogi,7.770953126,7.024394532,241.143,105978.6511,BY,55.07639028,0.024093387
472,Dekina,0.021440356,411,2495.273,Kogi,7.548162861,7.176570267,232.029,398693.1336,BY,159.7793643,0.024093387
475,Igalamela-Odolu,0.004876115,487,1997.448,Kogi,7.057314387,7.018737145,227.234,158820.4843,BY,79.51169908,0.024093387
476,Ijumu,0.011861267,377,915.216,Kogi,7.848778363,5.956135866,156.888,100911.8984,BY,110.2601991,0.024093387
478,Koton-Karfe,0.015548452,357,1533.698,Kogi,8.123407648,6.859037788,192.229,68992.1184,AN,44.98416142,0.024093387
480,Mopa-Muro,0.008767779,363,878.826,Kogi,8.103316065,5.878465265,133.681,40492.2346,AN,46.07537169,0.024093387
485,Olamaboro,0.007584123,484,1210.098,Kogi,7.183620341,7.558015588,164.898,209983.6833,AN,173.5261799,0.024093387
488,Yagba West,0.019954824,351,1181.312,Kogi,8.296407812,5.527479568,159.37,56595.771,AN,47.90924921,0.024093387
490,Baruten,0.006406794,257,10357.668,Kwara,9.294789104,3.391994126,542.227,267678.6119,AN,25.84352114,0.024093387
491,Edu,0.018073851,759,2523.44,Kwara,8.876399537,5.205395566,267.67,125798.2986,AN,49.85190795,0.024093387
493,Ifelodun,0.02226576,323,3476.224,Kwara,8.530528119,5.066798493,405.589,117189.7347,AN,33.71179035,0.024093387
499,Kaiama,0.003830902,256,7887.974,Kwara,9.459544871,4.179281633,410.375,196830.9889,EK,24.95330092,0.024093387
504,Pategi,0.007184223,330,2951.182,Kwara,8.615922923,5.811979376,238.21,77336.6459,EK,26.20531228,0.024093387
531,Kokona,0.023388608,312,1794.341,Nasarawa,8.832132498,8.04998983,196.998,232705.6638,OY,129.688651,0.024093387
532,Lafia,0.022016583,324,2784.072,Nasarawa,8.640066862,8.699591118,365.24,238548.817,OY,85.68342234,0.024093387
533,Nasarawa,0.010457774,337,5806.401,Nasarawa,8.328995153,7.776540905,349.767,331586.5174,OY,57.10706467,0.024093387
538,Agaie,0.006754227,305,1868.953,Niger,8.930562791,6.408175494,199.223,101623.4442,OY,54.37453173,0.024093387
541,Borgu,0.011133579,757,10355.939,Niger,10.37846117,4.162557712,582.572,346423.7272,OY,33.45169638,0.024093387
544,Edati,0.00883628,762,783.513,Niger,9.027495576,5.618233981,149.074,46732.155,OY,59.64439007,0.024093387
545,Gbako,0.007900269,289,1804.877,Niger,9.284563244,5.986139632,212.515,149714.3601,OY,82.94989636,0.024093387
547,Katcha,0.01005347,293,1732.748,Niger,9.11672823,6.242193635,299.235,156301.111,OY,90.20417914,0.024093387
550,Lavun,0.012417123,771,3951.431,Niger,9.273478227,5.683299513,424.153,192370.8039,KN,48.68383224,0.024093387
555,Munya,0.007601879,261,2265.14,Niger,9.809817142,7.017319158,230.732,87478.3836,KN,38.61941584,0.024093387
556,Paikoro,0.019931108,275,2215.32,Niger,9.468097657,6.855652785,311.559,209495.0342,KN,94.5664889,0.024093387
575,Imeko Afon,0.016287318,748,1583.159,Ogun,7.669554248,2.866053604,222.706,124616.7659,KN,78.71399266,0.024093387
580,Ogun Waterside,0.015324175,557,957.702,Ogun,6.486424741,4.402563643,175.154,60566.6031,KN,63.24159613,0.024093387
590,Idanre,0.022496528,488,1898.913,Ondo,6.978596476,5.199628844,215.29,195789.497,KN,103.1060912,0.024093387
593,Ile Oluji-Okeigbo,0.010245442,471,321.704,Ondo,7.281665122,4.957874663,73.122,318441.3199,KT,989.8581301,0.024093387
594,Irele,0.010176968,540,815.163,Ondo,6.524171307,4.984272054,139.109,129109.431,KT,158.3848028,0.024093387
596,Okitipupa,0.019409043,539,774.702,Ondo,6.552591777,4.714932597,117.234,220973.6764,KT,285.2370026,0.024093387
597,Ondo East,0.023544573,492,339.507,Ondo,7.077210929,4.950948846,98.927,30143.2331,KT,88.78530664,0.024093387
612,Ife East,0.018085659,462,102.209,Osun,7.362839855,4.611643637,64.881,447689.4668,KT,4380.137432,0.024093387
614,Ife South,0.006846578,472,702.191,Osun,7.199722401,4.596020432,150.775,137428.9051,KT,195.7144211,0.024093387
633,Atiba,0.019207565,347,1672.059,Oyo,8.239317919,3.914362775,221.32,85458.0059,YO,51.10944404,0.024093387
634,Atisbo,0.015737032,348,2767.258,Oyo,8.351543458,3.23874736,335.551,98580.9121,YO,35.62404087,0.024093387
641,Ibarapa Central,0.015306557,455,456.471,Oyo,7.426326887,3.237206152,88.205,77305.3312,YO,169.3543099,0.024093387
642,Ibarapa East,0.023565315,416,822.403,Oyo,7.607953274,3.492072629,141.334,97181.8493,YO,118.16816,0.024093387
645,Irepo,0.01106363,311,1056.594,Oyo,8.999792381,3.934771101,157.105,83762.3396,JI,79.27580471,0.024093387
648,Iwajowa,0.014564948,369,2333.834,Oyo,8.004456367,3.021811143,257.165,79102.9911,JI,33.89400921,0.024093387
654,Olorunsogo,0.017465765,326,1037.665,Oyo,8.751820952,4.090865619,155.408,70640.7478,JI,68.07664111,0.024093387
657,Orelope,0.023050546,327,920.401,Oyo,8.803832998,3.811437796,147.801,84976.4859,JI,92.32550367,0.024093387
661,Saki East,0.021500784,328,1658.42,Oyo,8.683201553,3.603791152,179.961,67689.8475,JI,40.8158654,0.024093387
662,Saki West,0.017459954,335,2172.974,Oyo,8.569798284,3.147185965,228.31,345995.7826,JI,159.2268396,0.024093387
666,Bokkos,0.004728884,296,1532.477,Plateau,9.209305268,8.899430024,158.438,207532.9151,JI,135.4231842,0.024093387
672,Langtang North,0.003948628,303,804.249,Plateau,9.087957877,9.777727499,165.052,176966.6896,SO,220.0396763,0.024093387
674,Mangu,0.010741299,274,1764.24,Plateau,9.399778099,9.150007274,205.29,255320.0747,SO,144.7195816,0.024093387
676,Pankshin,0.005832642,288,1292.964,Plateau,9.263288345,9.394954747,203.012,145838.7101,SO,112.7940995,0.024093387
678,Riyom,0.008884737,280,806.432,Plateau,9.530432006,8.686492535,122.641,89838.8039,SO,111.4028262,0.024093387
704,Binji,0.00896487,16,527.869,Sokoto,13.17967156,4.891626077,100.792,90210.7359,BR,170.8960668,0.024093387
706,Dange-Shuni,0.011952343,40,1197.884,Sokoto,12.81902576,5.469980744,153.605,428866.768,BR,358.0202824,0.024093387
707,Gada,0.005794477,0,1193.977,Sokoto,13.6734744,5.376003265,170.095,331188.3633,BR,277.3825319,0.024093387
717,Shagari,0.003892824,60,1296.653,Sokoto,12.51656482,5.180747397,201.954,179389.1285,BR,138.3478298,0.024093387
721,Tambuwal,0.010581172,61,2207.511,Sokoto,12.35078818,4.880544324,289.473,249066.0156,ZA,112.8266249,0.024093387
722,Tangaza,0.006877905,2,2460.715,Sokoto,13.47705741,5.00071397,209.702,150850.6395,ZA,61.30358026,0.024093387
725,Wurno,0.003834394,8,642.076,Sokoto,13.24284254,5.542393118,140.928,166591.9113,ZA,259.4582437,0.024093387
726,Yabo,0.012394307,46,828.959,Sokoto,12.76232393,5.002005583,135.11,112112.7358,ZA,135.2452121,0.024093387
730,Gashaka,0.004144086,381,8267.946,Taraba,7.556608169,11.4303718,412.38,97738.0819,ZA,11.82132562,0.024093387
737,Sardauna,0.005587995,473,4933.586,Taraba,6.894977786,11.25038229,369.83,276098.3302,KD,55.96301153,0.024093387
739,Ussa,0.005963811,485,2458.809,Taraba,7.004542581,9.922402668,269.256,137197.7931,KD,55.79847524,0.024093387
741,Yorro,0.005508152,317,1337.907,Taraba,8.886942855,11.63680906,212.561,212386.2648,KD,158.745163,0.024093387
742,Zing,0.010589746,322,891.351,Taraba,8.901708746,11.8274167,124.944,475688.3857,KD,533.6712313,0.024093387
745,Damaturu,0.022161001,135,2450.811,Yobe,11.80366475,12.01977786,216.201,262969.6283,KD,107.299024,0.024093387
747,Fune,0.004753063,92,4995.274,Yobe,11.8165905,11.44856204,323.687,279803.4139,KD,56.01362686,0.024093387
752,Karasuwa,0.005141528,27,1161.392,Yobe,12.93724777,10.74710239,201.644,102878.621,KD,88.58216778,0.024093387
755,Nguru,0.009542132,25,946.864,Yobe,12.94592461,10.3635697,131.456,160624.3462,KD,169.6382439,0.024093387
758,Yunusari,0.004352377,10,3880.036,Yobe,13.10450137,11.74730105,347.123,208196.5167,GO,53.6583982,0.024093387
765,Gummi,0.005618319,111,3263.867,Zamfara,11.98370416,5.270665528,249.896,271521.3309,GO,83.19007205,0.024093387
769,Maru,0.008840139,773,7795.261,Zamfara,11.48607841,6.342002919,536.5,380663.8793,,48.83273046,0.024093387
771,Talata Mafara,0.02086543,75,1015.738,Zamfara,12.36682636,6.116023814,135.481,190256.4587,,187.308596,0.024093387
772,Tsafe,0.011178933,124,2060.054,Zamfara,11.93082803,6.926340563,191.971,264298.4493,,128.296855,0.024093387
