,NAME_2,Average Nighttime mean,system:index,AREA,NAME_1,Latitude,Longitude,PERIMETER,Population,population density,clusters,cluster labels
748,Geidam,0.003603096,42,4303.837,Yobe,12.64598151,12.08018802,280.586,211704.5372,49.18972006,0,low_intensity
749,Gujba,-0.007651559,176,3351.005,Yobe,11.36346891,12.00868012,268.564,232536.0499,69.39292836,0,low_intensity
750,Gulani,-0.01247922,208,2328.545,Yobe,10.94691609,11.74743179,234.289,208964.1637,89.74022993,0,low_intensity
751,Jakusko,0.002044899,56,3908.839,Yobe,12.40609219,10.91499655,290.617,169834.2828,43.44877924,0,low_intensity
752,Karasuwa,0.005141528,27,1161.392,Yobe,12.93724777,10.74710239,201.644,102878.621,88.58216778,0,low_intensity
753,Machina,-0.000366,18,1243.824,Yobe,13.02614718,9.998433484,180.189,106158.0236,85.34810681,0,low_intensity
754,Nangere,0.048984064,129,998.029,Yobe,11.7931178,10.99906405,159.144,202819.9121,203.2204596,0,low_intensity
755,Nguru,0.009542132,25,946.864,Yobe,12.94592461,10.3635697,131.456,160624.3462,169.6382439,0,low_intensity
756,Potiskum,0.071719732,159,553.724,Yobe,11.69981758,11.19555791,99.835,435233.3322,786.0113201,0,low_intensity
757,Tarmuwa,-0.000991,86,4504.328,Yobe,12.21004838,11.82883726,319.692,129830.2395,28.82344259,0,low_intensity
758,Yunusari,0.004352377,10,3880.036,Yobe,13.10450137,11.74730105,347.123,208196.5167,53.6583982,0,low_intensity
759,Yusufari,0.002478698,9,4292.148,Yobe,13.16310127,10.85230728,376.191,172082.914,40.09249308,0,low_intensity
760,Anka,-0.00033,102,2414.346,Zamfara,11.95629224,6.056730414,230.913,147432.8472,61.06533496,0,low_intensity
761,Bakura,0.040151909,59,2366.145,Zamfara,12.52981379,5.836028831,203.482,156087.663,65.96707429,0,low_intensity
762,Birnin-Magaji-Kiyaw,0.000118,73,1112.499,Zamfara,12.4825398,6.893006424,144.461,195741.5361,175.9476063,0,low_intensity
763,Bukkuyum,-0.005577652,105,3128.65,Zamfara,11.93120186,5.700714154,247.598,237082.1594,75.77778256,0,low_intensity
764,Bungudu,0.03064773,87,1728.315,Zamfara,12.17479268,6.549680925,255.969,322814.8375,186.7800936,0,low_intensity
765,Gummi,0.005618319,111,3263.867,Zamfara,11.98370416,5.270665528,249.896,271521.3309,83.19007205,0,low_intensity
766,Gusau,0.103958573,93,3062.505,Zamfara,11.9126915,6.766807688,413.17,465871.2747,152.1209842,0,low_intensity
767,Kaura Namoda,0.040189567,67,677.842,Zamfara,12.53641215,6.593420659,141.58,261690.0572,386.0635033,0,low_intensity
768,Maradun,-0.006153864,34,2331.225,Zamfara,12.75167786,6.274630648,235.205,181721.3912,77.95103055,0,low_intensity
769,Maru,0.008840139,773,7795.261,Zamfara,11.48607841,6.342002919,536.5,380663.8793,48.83273046,0,low_intensity
770,Shinkafi,0.000263,22,920.291,Zamfara,13.01383395,6.472302265,144.767,130267.2089,141.5500194,0,low_intensity
771,Talata Mafara,0.02086543,75,1015.738,Zamfara,12.36682636,6.116023814,135.481,190256.4587,187.308596,0,low_intensity
772,Tsafe,0.011178933,124,2060.054,Zamfara,11.93082803,6.926340563,191.971,264298.4493,128.296855,0,low_intensity
773,Zurmi,-0.000399,756,2782.613,Zamfara,12.83184429,6.781314483,282.126,251731.8971,90.46601058,0,low_intensity
