,NAME_2,Average Nighttime mean,system:index,AREA,NAME_1,Latitude,Longitude,PERIMETER,Population,population density,clusters,cluster labels
82,Dunukofia,0.44490345,591,58.595,Anambra,6.222779447,6.936867761,48.573,76836.4904,1311.314795,0,low_intensity
83,Ekwusigo,0.51273581,611,107.371,Anambra,5.989851887,6.824937001,50.143,247284.6498,2303.086027,0,low_intensity
85,Idemili South,0.697344461,608,111.133,Anambra,6.058429623,6.878222239,59.047,241855.6171,2176.271828,0,low_intensity
86,Ihiala,0.163842537,631,222.332,Anambra,5.827074157,6.855384875,67.256,357811.2608,1609.355652,0,low_intensity
87,Njikoka,0.569081898,597,94.111,Anambra,6.173702942,6.966262209,47.434,192143.9473,2041.673633,0,low_intensity
88,Nnewi North,0.908528456,612,64.805,Anambra,5.988821657,6.884558206,38.631,221114.916,3412.00395,0,low_intensity
89,Nnewi South,0.347799107,620,168.774,Anambra,5.927793556,6.92003924,71.588,212751.7749,1260.571977,0,low_intensity
90,Ogbaru,0.519564873,610,398.903,Anambra,5.854825812,6.722517553,102.653,160155.3636,401.4894939,0,low_intensity
93,Orumba North,0.170412631,598,364.756,Anambra,6.094551787,7.146126859,95.183,117156.0359,321.1901542,0,low_intensity
94,Orumba South,0.037180685,614,231.92,Anambra,5.980174023,7.219784987,70.712,169796.0113,732.1318183,0,low_intensity
95,Oyi,0.943519845,590,131.681,Anambra,6.193537183,6.87294348,57.057,254355.5521,1931.604044,0,low_intensity
96,Alkaleri,-0.012105507,250,6133.911,Bauchi,9.857096466,10.51548187,387.282,362218.7402,59.05184151,0,low_intensity
97,Bauchi,0.062811582,241,3976.84,Bauchi,10.21572109,9.947538904,292.294,1106399.687,278.210762,0,low_intensity
98,Bogoro,-0.010802112,277,653.946,Bauchi,9.63070195,9.607500311,107.026,73421.4601,112.2744999,0,low_intensity
99,Dambam,0.009743745,163,988.286,Bauchi,11.58617408,10.82629041,129.903,186966.9639,189.1830542,0,low_intensity
100,Darazo,-0.002040799,196,2498.174,Bauchi,11.13608991,10.62480832,277.019,374451.2703,149.8899878,0,low_intensity
101,Dass,-0.008027794,259,528.632,Bauchi,9.997326957,9.477049953,95.753,68763.5707,130.0783356,0,low_intensity
102,Gamawa,0.004188126,97,2980.671,Bauchi,12.0205131,10.6215411,244.217,324234.8112,108.7791344,0,low_intensity
103,Ganjuwa,-0.017366991,215,5305.348,Bauchi,10.73273513,10.02398979,371.544,492864.8898,92.89963444,0,low_intensity
104,Giade,0.001089729,182,656.404,Bauchi,11.38637711,10.25704036,132.978,194222.8249,295.889155,0,low_intensity
105,Itas-Gadau,0.003665154,131,1545.691,Bauchi,11.84799724,10.0531601,232.697,269534.8425,174.3782182,0,low_intensity
106,Jama'are,0.017759418,165,549.474,Bauchi,11.67476838,9.932731365,109.066,78398.9897,142.6800717,0,low_intensity
107,Katagum,0.033905832,160,1952.149,Bauchi,11.61705844,10.27555675,323.023,509023.2961,260.7502276,0,low_intensity
108,Kirfi,-0.009044492,230,2526.468,Bauchi,10.40618407,10.5701701,203.789,169863.8847,67.23373686,0,low_intensity
109,Misau,0.003731099,185,1216.757,Bauchi,11.361715,10.50081734,171.161,254129.1898,208.8577997,0,low_intensity
110,Ningi,-0.005676119,202,5194.948,Bauchi,11.02346261,9.209002617,296.504,402363.3813,77.45282172,0,low_intensity
111,Shira,-0.003260689,181,908.407,Bauchi,11.42629799,10.08963259,127.18,301452.7932,331.8477216,0,low_intensity
112,Tafawa-Balewa,-0.010850502,253,2188.108,Bauchi,9.821817066,9.535744422,308.155,224143.708,102.4372234,0,low_intensity
113,Toro,-0.004898088,222,7111.208,Bauchi,10.39841051,9.211837228,408.122,427405.9482,60.10314256,0,low_intensity
114,Warji,0.000166,204,650.683,Bauchi,11.13648212,9.748367342,98.432,100757.2783,154.8484874,0,low_intensity
115,Zaki,-0.000246,85,1691.28,Bauchi,12.21469196,10.38161947,254.3,258412.4826,152.791071,0,low_intensity
116,Brass,2.413668445,733,1913.948,Bayelsa,4.457937412,6.382969789,330.64,55998.3922,29.25805309,0,low_intensity
117,Ekeremor,1.057892503,696,1866.706,Bayelsa,4.946600447,5.690094081,217.528,102513.8792,54.91699239,0,low_intensity
118,Kolokuma-Opokuma,0.760767173,692,444.124,Bayelsa,5.08284065,6.266153951,104.426,48605.1011,109.440384,0,low_intensity
120,Ogbia,1.336557527,715,753.329,Bayelsa,4.74924154,6.32063752,144.208,154405.6104,204.9643786,0,low_intensity
121,Sagbama,0.318002039,679,894.395,Bayelsa,5.112981541,6.183005503,252.89,103732.1235,115.980214,0,low_intensity
122,Southern Ijaw,0.852713931,708,2639.512,Bayelsa,4.669055961,5.922694051,278.181,136499.6541,51.71397368,0,low_intensity
124,Ado,-0.006755062,513,1046.856,Benue,6.77366186,7.976493576,151.053,97320.3358,92.96439606,0,low_intensity
125,Agatu,-0.002805334,389,1250.779,Benue,7.854869729,7.906101207,163.301,97127.425,77.65354631,0,low_intensity
126,Apa,-0.006729207,420,893.602,Benue,7.61159785,7.888079285,118.497,156849.381,175.5248768,0,low_intensity
127,Buruku,0.011702884,432,1590.457,Benue,7.373239474,9.143150436,235.885,203786.1252,128.1305469,0,low_intensity
128,Gboko,0.110020245,447,1928.288,Benue,7.321215008,8.864007789,214.203,366013.4358,189.8126399,0,low_intensity
129,Guma,-0.002970153,373,2816.251,Benue,7.910057467,8.736229154,264.898,137860.6573,48.95183608,0,low_intensity
130,Gwer East,0.021234191,435,2480.175,Benue,7.358386549,8.420729979,240.002,173199.4237,69.83354953,0,low_intensity
131,Gwer West,0.005563953,409,1245.699,Benue,7.632111561,8.216564874,144.894,99899.19,80.19528795,0,low_intensity
132,Katsina-Ala,-0.008645593,445,2700.759,Benue,7.321699776,9.570645,251.782,411120.5548,152.2240803,0,low_intensity
133,Konshisha,0.002423673,477,1542.866,Benue,7.029929957,8.660368615,196.88,191629.5787,124.2036435,0,low_intensity
134,Kwande,-0.00517092,486,3077.589,Benue,6.822015632,9.500928944,299.203,374194.2894,121.5868296,0,low_intensity
135,Logo,-0.000352,401,1383.538,Benue,7.708541192,9.22626636,185.067,289361.0838,209.1457436,0,low_intensity
136,Makurdi,0.375856444,407,837.854,Benue,7.704199152,8.535874668,108.515,484382.0264,578.1222342,0,low_intensity
137,Obi,0.024439766,504,419.133,Benue,6.975769994,8.277010969,92.957,89982.8918,214.6881582,0,low_intensity
138,Ogbadibo,0.010736552,499,516.292,Benue,6.972802945,7.65712888,116.152,123109.639,238.4496351,0,low_intensity
139,Ohimini,0.021308336,480,632.463,Benue,7.207440188,7.949890761,106.807,90467.0966,143.0393503,0,low_intensity
140,Oju,0.036995951,511,1099.64,Benue,6.830370304,8.359106027,173.859,123143.0426,111.9848701,0,low_intensity
141,Okpokwu,-0.002416685,494,726.903,Benue,7.010938278,7.851019985,143.128,132298.7832,182.0033529,0,low_intensity
142,Oturkpo,0.120614301,443,1338.187,Benue,7.266962248,8.067640674,220.928,159855.4928,119.4567671,0,low_intensity
143,Tarka,0.081796843,428,384.891,Benue,7.58395682,8.850287453,83.03,53304.5592,138.4926101,0,low_intensity
144,Ukum,-0.012899769,403,1515.396,Benue,7.652141715,9.583520569,159.013,339565.3791,224.0769931,0,low_intensity
145,Ushongo,0.003657188,491,1268.178,Benue,7.044107443,9.088712921,196.014,124189.5578,97.92754471,0,low_intensity
146,Vandeikya,-0.0016449,512,766.631,Benue,6.830871318,9.055975942,122.298,129127.1265,168.4345226,0,low_intensity
147,Abadam,0.005252385,3,2430.515,Borno,13.36485957,13.18698733,288.957,135760.3274,55.85660957,0,low_intensity
148,Askira-Uba,-0.017671898,223,2198.599,Borno,10.64062904,13.02572894,275.575,281027.3177,127.8210887,0,low_intensity
149,Bama,-0.001912477,157,4486.311,Borno,11.5505769,14.15011944,333.282,250440.4888,55.8232563,0,low_intensity
150,Bayo,-0.005910769,227,1065.878,Borno,10.42057698,11.78995132,152.602,168992.5932,158.5477824,0,low_intensity
151,Biu,-0.007042969,214,3326.788,Borno,10.79187619,12.18489382,268.829,289775.9136,87.10381112,0,low_intensity
152,Chibok,-0.022636835,220,1399.068,Borno,10.8267441,12.87992709,149.955,118923.1077,85.00166375,0,low_intensity
153,Damboa,-0.010433045,188,6485.544,Borno,11.12721545,12.83707508,427.86,190951.26,29.44259726,0,low_intensity
154,Dikwa,0.001068616,122,1791.347,Borno,11.91447882,14.12030319,199.168,102234.1057,57.07107875,0,low_intensity
155,Gubio,0.000283,37,2504.059,Borno,12.66355235,12.79492413,215.022,171860.1275,68.63261908,0,low_intensity
156,Guzamala,-0.003590599,23,2313.066,Borno,12.87652106,13.27319115,245.222,127734.4799,55.22301564,0,low_intensity
157,Gwoza,-0.007585018,191,2432.214,Borno,11.18755933,13.64766461,206.635,276180.7135,113.5511569,0,low_intensity
158,Hawul,0.002417804,233,2079.023,Borno,10.45714313,12.37203964,217.165,253529.6761,121.9465471,0,low_intensity
159,Jere,0.040320758,123,873.84,Borno,11.90229268,13.25051564,184.365,445745.4384,510.0996045,0,low_intensity
160,Kaga,-0.008462529,149,2773.567,Borno,11.64686882,12.54235674,238.477,130899.3899,47.19532281,0,low_intensity
161,Kala-Balge,-0.003355443,96,1241.455,Borno,12.03717258,14.52584329,188.29,67193.308,54.12464246,0,low_intensity
162,Konduga,0.025552605,119,5889.791,Borno,11.61215034,13.18172978,515.01,194740.7099,33.06411211,0,low_intensity
163,Kukawa,-0.002342662,14,2086.713,Borno,12.98130153,13.59553353,273.008,136617.853,65.4703608,0,low_intensity
164,Kwaya Kusar,-0.010025813,236,735.947,Borno,10.4407422,11.98078451,119.134,132714.4587,180.3315438,0,low_intensity
165,Mafa,0.006400776,103,2933.849,Borno,12.0127148,13.61784753,270.565,141063.0577,48.0812263,0,low_intensity
166,Magumeri,-0.003684781,79,5133.506,Borno,12.17777926,12.67468465,305.925,272045.2321,52.99404191,0,low_intensity
168,Marte,-0.000289,751,2283.258,Borno,12.33787792,13.85996069,238.341,154938.5883,67.85855488,0,low_intensity
169,Mobbar,0.007709122,752,3244.578,Borno,13.05313572,12.70124146,298.171,192501.7927,59.33030203,0,low_intensity
170,Monguno,-0.00178373,64,1515.039,Borno,12.48464241,13.55810823,192.641,186832.2079,123.3184148,0,low_intensity
171,Ngala,-0.007311463,90,1328.809,Borno,12.19786195,14.27299468,153.916,145226.4957,109.2907225,0,low_intensity
172,Nganzai,0.002294147,48,2502.439,Borno,12.48698824,13.17752524,243.165,143482.0664,57.33688869,0,low_intensity
173,Shani,-0.011039936,246,1197.438,Borno,10.17414081,12.06538259,150.52,229340.1423,191.5256926,0,low_intensity
174,Abi,0.033132889,621,286.553,Cross River,5.893076373,8.008272591,95.948,104224.5216,363.718131,0,low_intensity
175,Akamkpa,0.029720776,644,5364.582,Cross River,5.392125027,8.512955944,313.13,113083.7172,21.07968845,0,low_intensity
176,Akpabuyo,0.235302567,703,788.467,Cross River,4.894734498,8.460709596,160.101,150813.4611,191.2742843,0,low_intensity
177,Bakassi,0.07050635,766,85.967,Cross River,4.760766761,8.522511397,57.43,19336.9218,224.9342399,0,low_intensity
178,Bekwarra,0.004987691,531,314.478,Cross River,6.680814147,8.902442361,75.267,206947.6159,658.0670696,0,low_intensity
179,Biase,0.022844805,643,1259.1,Cross River,5.530616406,8.042000429,160.852,102120.1199,81.10564681,0,low_intensity
180,Boki,-0.012700187,563,2920.989,Cross River,6.262513029,8.990905206,238.495,186000.0195,63.67706948,0,low_intensity
181,Calabar Municipal,1.959756607,705,159.688,Cross River,4.995681936,8.315485437,62.032,116264.7902,728.0746844,0,low_intensity
182,Calabar South,0.116433914,750,116.018,Cross River,4.880046111,8.261661602,69.79,468435.1919,4037.607888,0,low_intensity
183,Etung,-0.021257644,615,906.435,Cross River,5.838645707,8.775233591,148.887,56484.5846,62.31509661,0,low_intensity
184,Ikom,-0.00027,584,2009.384,Cross River,6.063318329,8.589229701,216.359,207818.667,103.4240678,0,low_intensity
185,Obanliku,0.008417894,547,969.419,Cross River,6.509171851,9.289703683,153.555,139015.9681,143.401324,0,low_intensity
186,Obubra,0.006680311,594,1161.558,Cross River,5.975039277,8.342099597,190.086,139957.2753,120.4909917,0,low_intensity
187,Obudu,0.041086985,548,380.983,Cross River,6.559269698,9.038742697,103.173,169041.6584,443.698691,0,low_intensity
188,Odukpani,0.055515601,672,1120.03,Cross River,5.156636617,8.121019059,225.605,229780.6389,205.1557895,0,low_intensity
189,Ogoja,0.010631399,545,978.429,Cross River,6.495148445,8.706222025,196.574,181443.2738,185.443475,0,low_intensity
190,Yakurr,0.021603566,623,671.75,Cross River,5.790790888,8.152380291,113.351,166451.1264,247.7873114,0,low_intensity
191,Yala,0.009492895,522,1766.567,Cross River,6.654956036,8.584073028,248.897,212311.1729,120.1829157,0,low_intensity
192,Aniocha North,0.037801035,572,467.838,Delta,6.362373599,6.479313473,108.565,115125.7639,246.0804037,0,low_intensity
193,Aniocha South,0.078214685,592,868.426,Delta,6.12828811,6.483341554,139.207,175655.2,202.2684719,0,low_intensity
194,Bomadi,0.096333457,767,125.056,Delta,5.204623889,5.85268573,104.863,38411.9059,307.1576406,0,low_intensity
195,Burutu,0.13905414,675,1826.651,Delta,5.234538472,5.589717721,300.455,56573.5592,30.9711922,0,low_intensity
196,Ethiope East,0.291504546,769,388.51,Delta,5.687990598,5.984137042,115.623,153983.2985,396.3432048,0,low_intensity
197,Ethiope West,0.703103922,613,545.782,Delta,5.919964022,5.729387148,121.195,217226.3796,398.0094243,0,low_intensity
198,Ika North East,0.076645116,583,505.941,Delta,6.228645124,6.289631095,118.078,138841.2073,274.4217355,0,low_intensity
199,Ika South,0.175979013,587,543.252,Delta,6.175506375,6.180349238,158.834,212473.0897,391.1133133,0,low_intensity
200,Isoko North,0.844770538,770,485.467,Delta,5.524930792,6.23413937,169.369,144938.9699,298.5557616,0,low_intensity
201,Isoko South,0.361931511,666,681.18,Delta,5.382090524,6.214173356,135.47,119714.3161,175.7454947,0,low_intensity
204,Okpe,0.443623346,641,438.128,Delta,5.681358951,5.781110429,113.865,100075.3753,228.4158403,0,low_intensity
205,Oshimili North,0.167478238,571,499.511,Delta,6.322734755,6.644453093,119.275,238649.4999,477.7662552,0,low_intensity
206,Oshimili South,0.690527704,595,307.892,Delta,6.09213037,6.681719138,101.388,197977.6817,643.0101519,0,low_intensity
207,Patani,0.126787441,686,211.025,Delta,5.180555001,6.1001111,95.384,27791.0131,131.6953588,0,low_intensity
208,Sapele,2.59592938,627,434.734,Delta,5.825781711,5.642623414,103.379,234314.3093,538.9831697,0,low_intensity
210,Ughelli North,1.263589689,646,822.466,Delta,5.511216915,6.048206155,223.999,316911.4894,385.3186507,0,low_intensity
211,Ughelli South,2.551891865,663,782.897,Delta,5.340625533,5.893230876,245.817,130100.252,166.1779928,0,low_intensity
214,Warri North,0.584901025,606,1746.102,Delta,5.879112106,5.252769135,252.816,35259.6832,20.19336969,0,low_intensity
215,Warri South,1.596521839,640,579.727,Delta,5.613793944,5.607036004,136.014,235394.9836,406.044541,0,low_intensity
216,Warri South-West,2.05012709,638,1677.985,Delta,5.571430178,5.409900336,232.485,7330.4822,4.368622008,0,low_intensity
217,Abakaliki,0.091655813,588,538.788,Ebonyi,6.245258485,8.200929715,115.209,209435.7015,388.7163439,0,low_intensity
218,Afikpo North,0.040870734,625,199.676,Ebonyi,5.876505941,7.90796581,65.896,179701.0279,899.9630797,0,low_intensity
219,Afikpo South,0.010400134,626,331.552,Ebonyi,5.831682387,7.802751751,89.97,97846.9439,295.117942,0,low_intensity
220,Ebonyi,0.224203138,538,457.044,Ebonyi,6.493454443,8.112049561,119.447,339494.7243,742.8053411,0,low_intensity
221,Ezza North,0.009702485,585,306.682,Ebonyi,6.248325375,7.965489198,74.207,103808.4696,338.4889547,0,low_intensity
222,Ezza South,0.014180304,601,329.324,Ebonyi,6.11182265,8.002024081,101.354,111714.3004,339.2230764,0,low_intensity
223,Ikwo,0.003646645,600,463.579,Ebonyi,6.07863875,8.172586212,114.72,355238.0451,766.2945153,0,low_intensity
224,Ishielu,0.014195713,556,915.997,Ebonyi,6.411876639,7.811789081,136.136,137950.5077,150.6014842,0,low_intensity
225,Ivo,0.020051938,622,289.41,Ebonyi,5.894673344,7.611006364,69.047,143742.2859,496.6735286,0,low_intensity
226,Izzi,0.011330273,532,1095.328,Ebonyi,6.504999481,8.264334231,157.832,486500.6744,444.1598082,0,low_intensity
227,Ohaozara,0.03059015,609,301.588,Ebonyi,5.988413162,7.778947188,77.779,193927.4906,643.0212429,0,low_intensity
228,Ohaukwu,0.079823097,544,537.844,Ebonyi,6.515367831,8.008563052,110.995,236376.7022,439.4893356,0,low_intensity
229,Onicha,0.005026283,599,448.79,Ebonyi,6.107157421,7.833381693,116.657,175794.9817,391.7087763,0,low_intensity
230,Akoko-Edo,0.078387333,448,1300.022,Edo,7.342464971,6.110688504,207.76,126441.257,97.26085943,0,low_intensity
232,Esan Central,0.160966163,530,255.573,Edo,6.71331724,6.228169889,104.891,108583.4243,424.8626588,0,low_intensity
233,Esan North-East,0.148509336,521,346.119,Edo,6.757145904,6.373383651,108.48,177680.8083,513.3517903,0,low_intensity
234,Esan South-East,0.021805365,534,1275.819,Edo,6.582709425,6.45945927,163.791,75780.5871,59.39760036,0,low_intensity
235,Esan West,0.137059388,529,505.89,Edo,6.654504609,6.111452593,132.532,157251.7167,310.841718,0,low_intensity
236,Etsako Central,0.014358004,497,682.427,Edo,6.956465324,6.503823302,143.335,79365.1006,116.2983009,0,low_intensity
237,Etsako East,0.078849888,475,1232.928,Edo,7.185711248,6.489819578,180.692,121197.8272,98.30081497,0,low_intensity
238,Etsako West,0.138578737,493,970.942,Edo,6.975679232,6.291693921,156.708,223420.4155,230.1068607,0,low_intensity
239,Iguegben,0.102413659,552,398.103,Edo,6.50122403,6.219284465,111.964,53344.5201,133.99678,0,low_intensity
240,Ikpoba-Okha,1.144924316,581,840.84,Edo,6.164446808,5.622840125,162.369,826000.1532,982.3511645,0,low_intensity
