,lga,Borehole,Don't Know,Handpump,Overhead Tank,Rainwater Harvesting System,Tap,Unimproved,Unimproved Large Diameter Well,Unimproved Rainwater Harvesting System,Unimproved Well,Unprotected Spring,Untreated Surface Water,,Average Nighttime mean,system:index,AREA,STATE,Latitude,Longitude,PERIMETER,Population
232,ogun abeokuta north,28,7,0,0,0,73,0,0,0,10,0,2,,0.092533046,468,801.427,Ogun,7.234612834,3.17023009,126.393,480407.4367
604,ogun abeokuta south,14,1,0,0,0,46,1,0,0,13,0,0,,1.197962579,490,70.09,Ogun,7.169759161,3.354022564,35.34,421468.1478
127,ogun ado odo ota,0,0,6,84,0,6,17,0,0,0,0,0,,1.160349655,536,904.124,Ogun,6.637450681,3.06818012,134.892,2181858.398
584,ogun ewekoro,0,0,10,130,0,34,66,0,0,0,0,0,,0.069444562,464,1968.764,Ogun,7.153682835,2.904207694,199.323,359098.1154
703,ogun ifo,28,11,0,0,0,27,0,0,0,4,1,0,,0.108496155,514,659.87,Ogun,6.808212777,2.935519903,117.681,408282.2461
542,ogun ijebu east,57,22,0,0,0,146,0,0,0,10,1,1,,0.432009247,501,615.158,Ogun,6.958220267,3.188789348,123.449,162392.4242
678,ogun ijebu north,99,3,0,0,0,73,0,0,0,108,0,0,,1.318323499,524,487.083,Ogun,6.783523294,3.237972962,127.078,1702206.422
308,ogun ijebu north east,1,5,0,0,0,137,0,0,0,4,0,0,,0.064341584,503,2205.946,Ogun,6.824047645,4.257214928,237.895,251168.8993
89,ogun ijebu ode,145,38,0,0,0,276,0,0,0,24,0,0,,0.065590507,498,847.191,Ogun,7.003856463,3.978088179,133.278,324306.3666
249,ogun ikenne,0,2,0,0,0,65,0,0,0,0,0,0,,0.135594163,518,127.432,Ogun,6.889011062,4.011844321,51.606,71026.7435
482,ogun imeko afon,12,3,0,0,0,56,0,0,0,0,0,0,,0.515042284,523,177.963,Ogun,6.766052585,3.956339703,91.879,276590.8744
379,ogun ipokia,48,7,0,0,0,96,0,0,0,27,0,0,,0.649664022,510,141.906,Ogun,6.910163541,3.673800897,54.127,161192.2676
247,ogun obafemi owode,0,0,11,93,0,23,32,0,0,0,0,0,,0.016287318,748,1583.159,Ogun,7.669554248,2.866053604,222.706,124616.7659
502,ogun odeda,1,1,9,0,0,29,0,0,0,0,0,0,,0.104004888,528,474.581,Ogun,6.623769963,2.800247147,129.311,213243.5909
406,ogun odogbolu,9,0,0,0,0,342,0,0,0,21,0,0,,0.35875434,495,1414.9,Ogun,7.003683072,3.47390487,188.022,923165.1933
229,ogun ogun waterside,0,0,10,86,0,9,4,0,0,0,0,0,,0.04940379,458,1398.575,Ogun,7.295861108,3.513851462,183.993,306342.9261
532,ogun remo north,31,3,0,0,0,9,0,0,0,38,0,0,,0.229488988,519,544.263,Ogun,6.785978,3.805332471,103.056,257516.9667
672,ogun shagamu,72,1,0,0,0,218,0,0,0,16,0,0,,0.015324175,557,957.702,Ogun,6.486424741,4.402563643,175.154,60566.6031
187,ogun yewa north,0,3,7,0,0,28,0,4,0,0,0,0,,0.181553677,505,164.237,Ogun,6.995823712,3.715964546,57.241,71985.9284
456,ogun yewa south,12,2,0,0,0,60,0,0,0,11,1,0,,1.433287957,516,616.709,Ogun,6.788476911,3.564746646,114.994,749083.3312
286,ondo akoko north east,11,1,61,0,0,67,1,23,0,0,0,0,,0.027869753,433,430.565,Ondo,7.553300708,5.837089187,119.263,158926.0442
715,ondo akoko north west,0,5,1,0,0,25,0,0,11,0,0,0,,0.031721682,419,551.235,Ondo,7.649377421,5.778817026,102.289,131582.9604
698,ondo akoko south east,63,0,0,0,0,136,1,0,0,67,1,0,,0.044506,453,232.592,Ondo,7.435938211,5.886985587,78.973,42489.843
691,ondo akoko south west,44,33,0,0,0,94,0,0,0,31,0,0,,0.045389352,457,507.272,Ondo,7.403156836,5.673885316,94.773,157666.4123
320,ondo akure north,0,0,39,65,0,7,6,0,0,0,0,0,,0.182331832,467,680.62,Ondo,7.273785094,5.303042354,124.425,295888.966
354,ondo akure south,49,4,0,0,0,49,0,0,0,10,0,0,,0.317454085,479,329.779,Ondo,7.212006028,5.190207579,92.185,628879.3949
556,ondo ese odo,0,0,10,59,0,27,7,0,0,0,0,0,,0.032502759,576,720.855,Ondo,6.212754714,4.971192555,138.733,82564.181
407,ondo idanre,13,2,0,0,0,40,0,0,0,2,0,1,,0.022496528,488,1898.913,Ondo,6.978596476,5.199628844,215.29,195789.497
588,ondo ifedore,0,0,37,41,0,24,47,0,0,0,0,0,,0.066762695,466,246.27,Ondo,7.36536094,5.090168209,73.011,487590.6749
237,ondo ijaye,18,10,0,0,0,18,0,0,0,3,0,0,,0.044456519,553,1452.769,Ondo,6.226364988,4.77286,279.386,181092.4281
675,ondo ile oluji okeigbo,1,2,25,0,0,44,1,19,0,0,0,0,,0.010245442,471,321.704,Ondo,7.281665122,4.957874663,73.122,318441.3199
611,ondo irele,39,9,0,0,0,24,0,0,0,6,0,0,,0.010176968,540,815.163,Ondo,6.524171307,4.984272054,139.109,129109.431
359,ondo odigbo,70,10,0,0,0,80,1,0,0,40,8,0,,0.051949131,515,1886.304,Ondo,6.754962565,4.721825663,226.334,313697.4267
667,ondo okitipupa,104,5,0,0,0,228,0,0,0,4,1,1,,0.019409043,539,774.702,Ondo,6.552591777,4.714932597,117.234,220973.6764
119,ondo ondo east,1,1,39,0,0,39,1,27,0,0,0,0,,0.023544573,492,339.507,Ondo,7.077210929,4.950948846,98.927,30143.2331
219,ondo ondo west,32,7,0,0,0,70,0,0,0,17,0,0,,0.045986765,496,847.8,Ondo,7.000040149,4.725554938,125.156,247654.2394
516,ondo ose,0,0,16,45,0,30,10,0,0,0,0,0,,0.024957585,470,1543.645,Ondo,7.059882321,5.722824538,236.035,149099.1579
680,ondo owo,20,5,0,0,0,122,0,0,0,63,0,1,,0.079271134,483,989.44,Ondo,7.152745477,5.547318353,156.926,322048.5146
283,osun atakunmosa east,2,2,23,0,0,51,1,13,0,0,0,0,,0.060148658,449,576.43,Osun,7.302564146,4.803723021,130.448,62425.1518
597,osun atakunmosa west,24,26,0,0,0,67,0,0,0,42,1,1,,0.066191409,426,578.505,Osun,7.492060476,4.675205419,154.998,80596.676
463,osun ayedaade,18,5,0,0,0,158,0,0,0,131,1,0,,0.045567029,442,1050.332,Osun,7.295480736,4.309933481,243.493,168276.297
256,osun ayedire,29,5,0,0,0,98,0,0,0,196,2,2,,0.043959673,437,281.556,Osun,7.543858021,4.240144314,83.498,81930.2361
539,osun boluwaduro,26,0,0,0,0,88,1,0,0,48,3,12,,0.066863367,390,149.761,Osun,7.918911784,4.81303383,59.331,55667.3489
705,osun boripe,13,1,0,0,0,75,0,0,0,156,1,2,,0.217851515,397,138.454,Osun,7.839419999,4.683982743,68.804,217356.1805
318,osun ede north,3,1,0,0,0,105,2,0,0,108,10,0,,0.67360109,422,85.727,Osun,7.709289901,4.507068493,42.449,123142.6297
511,osun ede south,8,2,58,0,0,38,16,7,0,0,0,0,,0.111674583,429,230.891,Osun,7.633136688,4.46860016,63.73,132007.7409
753,osun egbedore,57,0,0,0,0,72,0,0,0,50,0,0,,0.690908578,402,301.4,Osun,7.763581557,4.432031788,100.333,258518.0427
385,osun ejigbo,53,0,0,0,0,73,2,0,0,202,39,0,,0.088224568,395,393.311,Osun,7.824314353,4.267609733,133.163,154442.7162
230,osun ife central,7,32,0,0,0,130,0,0,0,342,0,0,,0.211202022,454,70.335,Osun,7.456244299,4.605470021,38.63,177299.6898
709,osun ife east,34,1,0,0,0,46,0,0,0,63,1,0,,0.018085659,462,102.209,Osun,7.362839855,4.611643637,64.881,447689.4668
687,osun ife north,35,1,0,0,0,96,0,0,0,80,0,3,,0.121517793,446,978.382,Osun,7.285774967,4.469956445,198.053,125852.2472
577,osun ife south,0,0,20,18,0,4,43,0,0,0,0,0,,0.006846578,472,702.191,Osun,7.199722401,4.596020432,150.775,137428.9051
476,osun ifedayo,0,0,44,24,0,7,17,0,0,0,0,0,,0.063429,385,115.146,Osun,7.96253821,5.001676714,52.451,24143.4722
387,osun ifelodun,25,7,0,0,0,45,0,0,0,74,4,2,,0.509253512,393,131.806,Osun,7.904281935,4.64751187,56.555,117189.7347
171,osun ila,35,3,0,0,0,52,0,0,0,236,3,2,,0.031379888,378,333.442,Osun,7.977367932,4.900588148,94.173,105478.0964
315,osun ilesha east,11,1,0,0,0,41,0,0,0,37,0,0,,0.462934227,438,83.198,Osun,7.586148126,4.766445139,39.123,212828.0633
30,osun ilesha west,0,4,0,0,0,26,0,0,0,30,0,0,,0.99723155,436,65.02,Osun,7.629649866,4.715074851,41.095,293358.9551
90,osun irepodun,21,0,0,0,0,41,0,0,0,5,0,0,,0.713534257,398,65.727,Osun,7.856745689,4.519425722,44.29,104900.4311
728,osun irewole,5,1,0,0,0,107,1,0,0,149,0,1,,0.071290301,459,309.774,Osun,7.384236534,4.218556432,77.992,163152.9011
642,osun isokan,26,14,0,0,0,31,0,0,0,165,0,0,,0.026322682,482,196.454,Osun,7.270772152,4.18760634,57.96,105830.7954
496,osun iwo,26,0,0,0,0,89,0,0,0,119,0,0,,0.197329619,423,301.097,Osun,7.635257125,4.130987682,76.569,314403.1672
550,osun obokun,30,5,0,0,0,83,0,0,0,78,2,0,,0.143101768,404,522.044,Osun,7.762044571,4.771781535,102.804,116153.1403
223,osun odo otin,2,2,87,0,0,69,0,17,0,0,0,0,,0.077269192,382,278.912,Osun,7.99185323,4.682342996,83.094,157932.853
250,osun ola oluwa,0,0,44,38,0,25,90,0,0,0,0,0,,0.102145753,414,352.828,Osun,7.729953213,4.208475567,85.73,57148.2376
66,osun olorunda,78,0,0,0,0,21,0,0,0,17,17,0,,1.554438055,394,92.957,Osun,7.84198011,4.578304143,54.689,283263.6037
388,osun oriade,146,4,0,0,0,248,1,0,0,384,3,3,,0.084149852,425,598.314,Osun,7.522684435,4.884528237,126.578,161227.8086
3,osun orolu,4,0,0,0,0,46,0,0,0,56,0,0,,0.408804627,396,87.127,Osun,7.882402547,4.481376194,42.778,127308.5249
663,osun osogbo,37,5,0,0,0,66,0,0,0,88,19,0,,1.170654683,415,55.686,Osun,7.745337152,4.584593584,35.722,268329.5385
621,oyo afijio,29,1,0,0,0,80,0,0,0,175,1,0,,0.04616253,405,726.712,Oyo,7.746654071,3.897557159,139.576,124193.2962
716,oyo akinyele,54,0,0,0,0,86,0,0,0,131,1,2,,0.367207778,431,480.453,Oyo,7.561210468,3.916166361,107.414,466424.4162
578,oyo atiba,7,0,0,0,0,76,0,0,0,156,1,0,,0.019207565,347,1672.059,Oyo,8.239317919,3.914362775,221.32,85458.0059
624,oyo atisbo,9,0,0,0,0,119,0,0,0,50,0,0,,0.015737032,348,2767.258,Oyo,8.351543458,3.23874736,335.551,98580.9121
522,oyo egbeda,19,0,0,0,0,22,0,0,0,56,0,0,,0.564478988,461,189.234,Oyo,7.39084547,4.059006136,67.203,668543.0925
668,oyo ibadan north,32,0,0,0,0,72,0,0,0,74,0,0,,3.772660545,463,26.46,Oyo,7.411897329,3.910474166,21.508,138047.5151
431,oyo ibadan north east,38,1,0,0,0,47,0,0,0,54,0,0,,1.657817825,469,17.724,Oyo,7.37432652,3.931288725,22.323,367239.7494
155,oyo ibadan north west,122,4,0,0,0,64,0,0,0,210,1,0,,3.441937134,465,28.696,Oyo,7.400765171,3.877505592,26.755,103405.5133
228,oyo ibadan south east,10,0,0,0,0,23,3,0,0,39,1,0,,1.991615472,478,23.51,Oyo,7.335169824,3.904496922,18.971,230667.9071
102,oyo ibadan south west,35,1,0,0,0,71,1,0,0,29,0,0,,4.958433186,474,40.226,Oyo,7.354409939,3.863996675,26.686,261598.0926
130,oyo ibarapa central,68,0,0,0,0,29,0,0,0,63,0,2,,0.015306557,455,456.471,Oyo,7.426326887,3.237206152,88.205,77305.3312
649,oyo ibarapa east,148,0,0,0,0,31,0,0,0,148,0,6,,0.023565315,416,822.403,Oyo,7.607953274,3.492072629,141.334,97181.8493
337,oyo ibarapa north,2,4,145,0,0,18,0,8,0,0,0,0,,0.001000547,413,1247.332,Oyo,7.646153703,3.159181341,139.251,78839.6793
399,oyo ido,0,0,21,18,0,4,21,0,0,0,0,0,,0.309835355,424,1071.133,Oyo,7.506774701,3.711860236,174.546,531508.5826
448,oyo irepo,0,0,41,24,0,43,148,0,0,0,0,0,,0.01106363,311,1056.594,Oyo,8.999792381,3.934771101,157.105,83762.3396
757,oyo iseyin,42,5,0,0,0,117,0,0,0,136,1,0,,0.052676091,383,1351.944,Oyo,7.864728388,3.533333082,187.88,279277.0715
420,oyo itesiwaju,34,7,0,0,0,66,1,0,0,40,0,0,,0.024488669,359,1371.911,Oyo,8.188709393,3.511793442,204.175,58569.7028
439,oyo iwajowa,0,0,67,59,0,13,200,0,0,0,0,0,,0.014564948,369,2333.834,Oyo,8.004456367,3.021811143,257.165,79102.9911
222,oyo kajola,87,3,0,0,0,16,0,0,0,329,0,0,,0.029034565,371,586.18,Oyo,8.026391245,3.357533626,102.904,89013.0774
415,oyo lagelu,0,0,26,0,0,25,1,14,0,0,0,0,,0.322444508,444,267.979,Oyo,7.494845905,4.046896825,74.062,564982.121
209,oyo ogbomoso north,15,1,0,0,0,135,0,0,0,71,0,0,,0.262089847,368,197.11,Oyo,8.154479087,4.270447039,58.824,281077.3965
164,oyo ogbomoso south,28,2,0,0,0,87,0,0,0,122,0,1,,0.064059928,376,71.937,Oyo,8.079880583,4.233329183,40.332,157331.0128
46,oyo ogo oluwa,0,0,63,76,0,10,298,0,0,0,0,0,,0.037931336,379,473.845,Oyo,7.942995866,4.221617071,121.498,62500.1543
362,oyo olorunsogo,38,1,0,0,0,31,0,0,0,108,0,0,,0.017465765,326,1037.665,Oyo,8.751820952,4.090865619,155.408,70640.7478
449,oyo oluyole,22,1,0,0,0,65,0,0,0,22,3,0,,0.233923664,481,765.234,Oyo,7.183874333,3.877353437,117.299,449083.4721
378,oyo ona ara,33,1,0,0,0,39,0,0,0,154,1,1,,0.147221981,476,310.448,Oyo,7.250768902,4.040127642,84.841,286940.3863
682,oyo orelope,25,0,0,0,0,65,0,0,0,13,0,0,,0.023050546,327,920.401,Oyo,8.803832998,3.811437796,147.801,84976.4859
9,oyo oriire,4,1,91,0,0,11,0,108,0,2,0,0,,0.024132934,345,1910.959,Oyo,8.334229821,4.144232678,211.283,134256.6151
254,oyo oyo,57,0,0,0,0,28,0,0,0,105,0,0,,0.133724988,392,131.568,Oyo,7.878777156,4.021316819,59.329,54995.8172
615,oyo oyo east,57,0,0,0,0,51,0,0,0,55,1,0,,0.075540216,375,526.294,Oyo,7.941570227,3.821797048,105.775,359851.8343
372,oyo saki east,32,1,0,0,0,59,0,0,0,33,2,2,,0.021500784,328,1658.42,Oyo,8.683201553,3.603791152,179.961,67689.8475
573,oyo saki west,38,8,0,0,0,58,0,0,0,152,0,0,,0.017459954,335,2172.974,Oyo,8.569798284,3.147185965,228.31,345995.7826
718,oyo surulere,152,3,0,0,0,92,0,0,0,332,0,2,,0.02799161,365,799.216,Oyo,8.07179199,4.414903225,128.203,118282.3147
332,plateau barkin ladi,0,0,118,17,0,10,9,0,0,0,0,0,,0.034254173,272,856.055,Plateau,9.556095409,8.912174316,166.41,164746.9802
126,plateau bassa,36,6,0,0,0,29,1,0,0,45,1,1,,0.041003515,247,1479.105,Plateau,10.06732158,8.783184712,185.895,105978.6511
505,plateau bokkos,33,1,0,0,0,37,5,0,0,70,0,0,,0.004728884,296,1532.477,Plateau,9.209305268,8.899430024,158.438,207532.9151
750,plateau jos east,52,0,0,0,0,44,0,0,0,35,2,0,,0.028189655,267,802.559,Plateau,9.865349095,9.072094977,108.536,39962.1055
239,plateau jos north,45,5,0,0,0,10,0,0,0,5,0,0,,1.729032384,266,403.323,Plateau,9.908951559,8.871181223,78.34,591220.0381
270,plateau jos south,37,1,0,0,0,120,1,0,0,88,2,1,,0.343480582,270,453.764,Plateau,9.722177252,8.793054503,104.328,638303.9279
468,plateau kanam,93,6,0,0,0,49,0,0,0,256,2,0,,-0.017697544,271,3019.104,Plateau,9.527468541,10.05330366,294.186,147705.7514
704,plateau kanke,2,1,120,0,0,15,0,7,0,0,0,0,,0.003281002,291,1279.089,Plateau,9.397001132,9.578956443,156.741,78068.0958
36,plateau langtang north,49,1,0,0,0,106,1,0,0,198,2,5,,0.003948628,303,804.249,Plateau,9.087957877,9.777727499,165.052,176966.6896
488,plateau langtang south,7,12,0,0,0,27,2,0,0,16,0,8,,-0.015933451,338,1361.094,Plateau,8.583890977,9.810522448,148.518,119852.4549
384,plateau mangu,82,0,0,0,0,73,0,0,0,54,0,0,,0.010741299,274,1764.24,Plateau,9.399778099,9.150007274,205.29,255320.0747
344,plateau mikang,0,2,123,0,0,26,2,7,0,0,0,0,,-0.001150499,315,747.416,Plateau,9.013579258,9.570589155,153.224,79835.586
623,plateau pankshin,0,0,105,20,3,1,7,0,0,0,0,0,,0.005832642,288,1292.964,Plateau,9.263288345,9.394954747,203.012,145838.7101
374,plateau qua an pan,77,8,0,0,0,37,3,0,0,70,0,2,,-0.012141378,321,2381.537,Plateau,8.738296416,9.133422377,224.661,243570.3054
216,plateau riyom,0,0,108,0,0,22,1,2,0,0,0,0,,0.008884737,280,806.432,Plateau,9.530432006,8.686492535,122.641,89838.8039
253,plateau shendam,125,6,0,0,0,25,0,0,0,36,0,2,,-0.014401934,320,2501.515,Plateau,8.698298111,9.49977663,285.285,288083.6957
537,plateau wase,69,0,0,0,0,29,0,0,0,156,0,13,,-0.012478577,294,6209.003,Plateau,9.052514664,10.22896536,323.167,215512.0893
287,rivers abua odual,44,5,0,0,0,110,1,0,0,144,2,0,,0.262500319,714,673.838,Rivers,4.828550351,6.549153939,140.8,79308.2319
540,rivers ahoada east,4,38,0,0,0,86,0,0,0,2,0,2,,1.451075095,693,354.096,Rivers,5.058531371,6.618620875,114.092,229578.8606
652,rivers ahoada west,5,1,0,0,0,71,0,0,0,87,0,1,,12.58286894,691,440.862,Rivers,5.051759562,6.500536066,115.787,71769.4543
579,rivers akuku toru,18,0,23,0,0,45,11,17,0,0,0,0,,2.347948553,735,533.696,Rivers,4.549269526,6.73968338,125.944,17421.8093
258,rivers andoni,0,0,33,33,0,7,104,0,0,0,0,0,,0.281158217,744,235.36,Rivers,4.516090847,7.388384171,79.493,77340.6728
441,rivers asari toru,0,0,25,51,0,2,59,0,0,0,0,0,,0.51707516,728,99.479,Rivers,4.741407063,6.829306302,55.917,29774.0471
721,rivers bonny,13,0,0,0,0,55,0,0,0,54,2,0,,8.614411214,743,647.422,Rivers,4.510660586,7.192507086,139.81,107203.6285
458,rivers degema,0,0,51,78,0,85,57,0,0,0,0,0,,8.526271582,723,1023.248,Rivers,4.573433736,6.901457633,223.875,65368.1932
501,rivers eleme,12,1,0,0,0,143,0,0,0,6,0,0,,2.536140166,724,125.84,Rivers,4.768227872,7.165329347,46.559,241243.51
434,rivers emuoha,40,5,0,0,0,111,5,0,0,97,1,0,,0.660556368,687,762.646,Rivers,4.989697187,6.751652139,161.086,202552.0636
666,rivers etche,1,2,0,0,0,141,0,0,0,0,1,0,,0.959395849,694,568.879,Rivers,5.062704893,7.049993574,121.1,458612.1284
648,rivers gokana,4,2,0,0,0,253,0,0,0,46,0,3,,0.461907829,737,93.218,Rivers,4.660026483,7.282618718,43.954,155276.2184
17,rivers ikwerre,66,5,0,0,0,385,0,0,0,12,0,1,,0.731387825,690,673.248,Rivers,5.026760285,6.884054618,117.63,366636.2599
189,rivers khana,0,0,60,0,0,186,0,0,0,0,0,0,,0.151236251,726,520.661,Rivers,4.695075219,7.428098413,103.493,305501.9701
751,rivers obio akpor,9,23,0,0,0,67,0,0,0,0,0,0,,5.919052041,718,280.085,Rivers,4.849349351,7.001763658,83.299,1461953.462
749,rivers ogba egbema ndoni,74,16,0,0,0,75,0,0,0,12,0,0,,13.22123108,652,700.062,Rivers,5.394652183,6.639998913,184.44,386531.4035
334,rivers ogu bolo,0,0,36,37,0,11,1,0,0,0,0,0,,1.324913458,736,67.644,Rivers,4.643497216,7.183441669,48.186,15215.7634
517,rivers okrika,0,0,24,12,0,128,11,0,0,0,0,0,,8.13349597,732,226.901,Rivers,4.657420827,7.102013498,89.791,105224.8946
519,rivers omumma,0,1,15,0,0,41,0,0,0,0,0,0,,0.22457231,695,302.128,Rivers,5.093642615,7.184540416,72.275,117634.6099
278,rivers opobo nkoro,18,9,0,0,0,99,1,0,0,48,0,0,,0.2717315,745,167.605,Rivers,4.523239555,7.493693299,62.395,3459.9782
461,rivers oyigbo,32,5,0,0,0,100,0,0,0,0,0,1,,1.956087369,720,342.323,Rivers,4.835780771,7.288896017,107.718,255102.0291
506,rivers port harcourt,9,1,0,0,0,107,0,0,0,0,0,0,,4.537368395,727,194.759,Rivers,4.747750071,7.034301779,64.004,482981.1439
18,rivers tai,17,0,0,0,0,29,0,0,0,31,0,0,,0.474322644,729,101.697,Rivers,4.737835491,7.260695485,45.2,54218.2899
417,sokoto binji,1,4,40,0,0,32,7,56,0,0,0,0,,0.00896487,16,527.869,Sokoto,13.17967156,4.891626077,100.792,90210.7359
427,sokoto bodinga,5,2,0,0,0,86,0,0,0,60,0,0,,0.046022056,44,554.94,Sokoto,12.82542038,5.230392976,110.327,341899.6374
445,sokoto dange shuni,7,3,0,0,0,34,0,0,0,2,0,0,,0.011952343,40,1197.884,Sokoto,12.81902576,5.469980744,153.605,428866.768
125,sokoto gada,0,0,14,42,0,0,10,0,0,0,0,0,,0.005794477,0,1193.977,Sokoto,13.6734744,5.376003265,170.095,331188.3633
563,sokoto goronyo,18,1,0,0,0,54,0,0,0,74,0,1,,-0.001497585,7,1651.61,Sokoto,13.37200055,5.807781897,255.14,191742.7709
106,sokoto gudu,0,0,15,14,0,0,39,0,0,0,0,0,,-0.000227,755,4005.965,Sokoto,13.41484152,4.520069861,276.186,131624.8557
521,sokoto gwadabawa,48,1,0,0,0,32,1,0,0,87,1,1,,0.002764663,6,1009.712,Sokoto,13.42676977,5.375989002,172.871,237214.6359
451,sokoto illela,0,5,30,0,0,26,9,45,0,0,0,0,,-0.005184608,1,1298.423,Sokoto,13.6866942,5.724052401,174.726,240249.9169
151,sokoto isa,1,3,0,0,0,110,1,0,0,68,0,0,,-0.005727746,753,2082.867,Sokoto,13.21256711,6.333493754,254.064,170709.1372
430,sokoto kebbe,59,4,0,0,0,39,2,0,0,176,0,0,,0.001207114,117,2758.11,Sokoto,11.88230241,4.805727857,233.705,79882.2843
635,sokoto kware,15,13,0,0,0,62,0,0,0,82,0,0,,0.058930011,12,702.678,Sokoto,13.14966076,5.311966682,147.599,226929.4347
86,sokoto rabah,33,2,0,0,0,56,0,0,0,67,0,1,,-0.006237503,17,2654.951,Sokoto,12.97772924,5.773742497,222.453,149126.9062
656,sokoto sabon birni,53,3,0,0,0,82,0,0,0,295,0,1,,-0.00263533,5,2241.75,Sokoto,13.48060895,6.266445641,201.102,355039.4836
568,sokoto shagari,51,0,0,0,0,84,0,0,0,144,0,0,,0.003892824,60,1296.653,Sokoto,12.51656482,5.180747397,201.954,179389.1285
176,sokoto silame,11,0,0,0,0,48,0,0,0,60,1,0,,0.00130153,26,610.931,Sokoto,12.96422486,4.893639015,98.297,93701.9822
24,sokoto sokoto north,3,0,0,0,0,20,0,0,0,0,0,0,,2.750379049,29,39.581,Sokoto,13.06395461,5.267326071,25.821,253953.2219
607,sokoto sokoto south,3,4,0,0,0,3,0,0,0,1,0,0,,1.609625765,33,30.346,Sokoto,13.01870547,5.279452057,30.722,361027.999
651,sokoto tambuwal,1,5,42,0,0,67,7,46,0,0,0,0,,0.010581172,61,2207.511,Sokoto,12.35078818,4.880544324,289.473,249066.0156
107,sokoto tangaza,0,0,13,22,0,1,76,0,0,0,0,0,,0.006877905,2,2460.715,Sokoto,13.47705741,5.00071397,209.702,150850.6395
298,sokoto tureta,0,0,45,34,0,4,157,0,0,0,0,0,,0.002064594,66,1293.001,Sokoto,12.48309746,5.459307587,178.822,87419.7734
497,sokoto wamako,29,0,0,0,0,7,0,0,0,12,0,0,,0.55213616,21,571.605,Sokoto,13.04405847,5.120979383,105.038,494374.3569
419,sokoto wurno,48,1,0,0,0,47,1,0,0,70,6,4,,0.003834394,8,642.076,Sokoto,13.24284254,5.542393118,140.928,166591.9113
640,sokoto yabo,12,2,0,0,0,51,0,0,0,44,0,7,,0.012394307,46,828.959,Sokoto,12.76232393,5.002005583,135.11,112112.7358
732,taraba ardo kola,3,1,0,0,0,50,0,0,0,0,0,0,,0.026310774,318,2417.985,Taraba,8.811156806,11.23745484,212.958,129156.5381
154,taraba bali,2,1,98,0,0,20,2,1,0,0,0,0,,-0.00719547,344,8546.623,Taraba,8.147595904,11.04836268,465.213,371218.8118
677,taraba donga,1,0,0,0,0,27,0,0,0,3,0,0,,-0.013196608,374,3434.272,Taraba,7.681815989,10.28111244,377.591,208365.3826
628,taraba gashaka,12,0,0,0,0,3,0,0,0,0,0,0,,0.004144086,381,8267.946,Taraba,7.556608169,11.4303718,412.38,97738.0819
163,taraba gassol,0,0,15,2,0,1,0,0,0,0,0,0,,-0.022139031,336,5979.249,Taraba,8.443519101,10.57911189,359.334,551775.3335
429,taraba ibi,0,0,35,13,0,6,4,0,0,0,0,0,,-0.031742745,339,2848.122,Taraba,8.300290384,9.774787371,351.999,112121.6509
490,taraba jalingo,65,23,0,0,0,49,0,0,0,2,0,0,,0.546641386,325,191.234,Taraba,8.913730024,11.40137881,81.649,319816.9426
422,taraba karim lamido,0,1,77,0,0,28,0,5,0,0,0,0,,-0.015017323,286,6901.537,Taraba,9.236293784,10.97055672,434.825,298359.3257
523,taraba kurmi,79,2,0,0,0,32,0,0,0,2,2,2,,-0.003895772,430,4969.12,Taraba,7.229056229,10.66791205,358.321,91719.0622
38,taraba lau,49,3,0,0,0,32,0,0,0,4,0,0,,-0.009198856,297,1817.237,Taraba,9.174284834,11.52091739,194.063,163365.4308
195,taraba takum,9,0,103,0,0,18,11,6,1,1,3,0,,-0.014141797,440,1554.192,Taraba,7.428880038,10.06740137,172.466,317266.405
114,taraba ussa,109,6,0,0,0,10,1,0,0,8,17,2,,0.005963811,485,2458.809,Taraba,7.004542581,9.922402668,269.256,137197.7931
483,taraba yorro,0,0,38,14,0,0,3,0,0,0,0,0,,0.005508152,317,1337.907,Taraba,8.886942855,11.63680906,212.561,212386.2648
311,taraba zing,3,55,0,0,0,3,0,0,0,7,0,0,,0.010589746,322,891.351,Taraba,8.901708746,11.8274167,124.944,475688.3857
118,yobe barde,253,3,0,0,0,32,0,0,0,18,0,0,,-0.004622853,772,817.26,Yobe,12.71046002,10.89590789,216.207,164042.0041
167,yobe bosari,150,2,0,0,0,100,0,0,0,3,0,0,,0.003108809,45,3889.682,Yobe,12.71147029,11.42243002,251.058,137131.8983
394,yobe damaturu,100,0,0,0,0,33,0,0,0,5,0,0,,0.022161001,135,2450.811,Yobe,11.80366475,12.01977786,216.201,262969.6283
645,yobe fika,75,3,0,0,0,12,0,0,0,3,0,0,,0.002943455,175,2117.579,Yobe,11.3771508,11.27834675,233.79,224547.9183
438,yobe fune,8,0,4,0,0,82,131,52,0,0,0,0,,0.004753063,92,4995.274,Yobe,11.8165905,11.44856204,323.687,279803.4139
234,yobe geidam,0,0,36,34,0,15,18,0,0,0,0,0,,0.003603096,42,4303.837,Yobe,12.64598151,12.08018802,280.586,211704.5372
350,yobe gujba,21,4,0,0,0,72,0,0,0,8,0,0,,-0.007651559,176,3351.005,Yobe,11.36346891,12.00868012,268.564,232536.0499
669,yobe gulani,69,3,0,0,0,21,0,0,0,159,0,1,,-0.01247922,208,2328.545,Yobe,10.94691609,11.74743179,234.289,208964.1637
