,lga,Borehole,Don't Know,Handpump,Overhead Tank,Rainwater Harvesting System,Tap,Unimproved,Unimproved Large Diameter Well,Unimproved Rainwater Harvesting System,Unimproved Well,Unprotected Spring,Untreated Surface Water,,Average Nighttime mean,system:index,AREA,STATE,Latitude,Longitude,PERIMETER,Population
587,delta burutu,0,0,5,56,1,11,8,0,0,0,0,0,,0.13905414,675,1826.651,Delta,5.234538472,5.589717721,300.455,56573.5592
50,delta ethiope east,5,0,0,0,0,144,0,0,0,11,0,3,,0.291504546,769,388.51,Delta,5.687990598,5.984137042,115.623,153983.2985
150,delta ethiope west,4,4,10,0,0,80,3,8,0,0,0,0,,0.703103922,613,545.782,Delta,5.919964022,5.729387148,121.195,217226.3796
304,delta ika north,1,0,0,0,0,88,16,0,0,8,0,1,,0.076645116,583,505.941,Delta,6.228645124,6.289631095,118.078,138841.2073
263,delta ika south,4,3,0,0,0,223,4,0,0,0,0,0,,0.175979013,587,543.252,Delta,6.175506375,6.180349238,158.834,212473.0897
323,delta isoko north,1,0,0,0,0,102,0,0,0,67,0,0,,0.844770538,770,485.467,Delta,5.524930792,6.23413937,169.369,144938.9699
423,delta isoko south,3,6,0,0,0,94,0,0,0,2,0,0,,0.361931511,666,681.18,Delta,5.382090524,6.214173356,135.47,119714.3161
55,delta ndokwa east,0,0,46,58,1,41,8,0,0,0,0,0,,7.239749161,619,1715.942,Delta,5.670289079,6.507709107,268.931,63546.1978
292,delta ndokwa west,24,1,0,0,0,82,0,0,0,5,0,0,,6.084256737,618,862.988,Delta,5.802950085,6.335875143,183.581,172683.9772
82,delta okpe,13,0,0,0,0,59,0,0,0,53,0,0,,0.443623346,641,438.128,Delta,5.681358951,5.781110429,113.865,100075.3753
306,delta oshimili north,2,51,0,0,0,78,6,0,0,4,0,0,,0.167478238,571,499.511,Delta,6.322734755,6.644453093,119.275,238649.4999
248,delta oshimili south,7,0,0,0,0,80,0,0,0,0,0,0,,0.690527704,595,307.892,Delta,6.09213037,6.681719138,101.388,197977.6817
467,delta patani,8,8,0,0,0,44,1,0,0,0,0,0,,0.126787441,686,211.025,Delta,5.180555001,6.1001111,95.384,27791.0131
367,delta sapele,3,2,0,0,0,76,0,0,0,16,0,0,,2.59592938,627,434.734,Delta,5.825781711,5.642623414,103.379,234314.3093
326,delta udu,0,0,18,33,0,32,8,0,0,0,0,0,,5.323072439,665,135.533,Delta,5.472215179,5.822032182,53.028,200128.0998
245,delta ughelli north,5,1,0,0,0,120,0,0,0,3,0,0,,1.263589689,646,822.466,Delta,5.511216915,6.048206155,223.999,316911.4894
121,delta ughelli south,27,0,0,0,0,78,0,0,0,13,0,0,,2.551891865,663,782.897,Delta,5.340625533,5.893230876,245.817,130100.252
37,delta ukwuani,1,0,8,0,0,88,0,0,0,0,0,0,,8.689126524,624,416.726,Delta,5.844808328,6.237414418,90.142,112091.4528
571,delta uvwie,25,0,0,0,0,22,0,0,0,4,0,0,,4.695164342,658,99.771,Delta,5.571573599,5.776016265,52.264,219953.1106
608,delta warri north,1,7,0,0,0,73,0,0,0,2,0,0,,0.584901025,606,1746.102,Delta,5.879112106,5.252769135,252.816,35259.6832
676,delta warri south,7,2,0,0,0,124,0,0,0,11,0,0,,1.596521839,640,579.727,Delta,5.613793944,5.607036004,136.014,235394.9836
169,delta warri south west,1,1,9,0,0,37,2,0,0,0,0,0,,2.05012709,638,1677.985,Delta,5.571430178,5.409900336,232.485,7330.4822
740,ebonyi abakaliki,19,1,0,0,0,20,0,0,0,9,1,8,,0.091655813,588,538.788,Ebonyi,6.245258485,8.200929715,115.209,209435.7015
381,ebonyi afikpo north,1,0,0,0,0,87,0,0,0,0,2,0,,0.040870734,625,199.676,Ebonyi,5.876505941,7.90796581,65.896,179701.0279
159,ebonyi afikpo south,0,0,45,0,0,9,0,0,0,0,0,0,,0.010400134,626,331.552,Ebonyi,5.831682387,7.802751751,89.97,97846.9439
720,ebonyi ebonyi,15,3,0,0,0,58,1,0,0,6,0,1,,0.224203138,538,457.044,Ebonyi,6.493454443,8.112049561,119.447,339494.7243
631,ebonyi ezza north,78,61,0,0,0,48,3,0,0,33,3,14,,0.009702485,585,306.682,Ebonyi,6.248325375,7.965489198,74.207,103808.4696
632,ebonyi ezza south,0,0,183,6,0,13,10,0,0,0,0,0,,0.014180304,601,329.324,Ebonyi,6.11182265,8.002024081,101.354,111714.3004
473,ebonyi ikwo,1,1,153,0,0,10,0,2,0,0,0,0,,0.003646645,600,463.579,Ebonyi,6.07863875,8.172586212,114.72,355238.0451
98,ebonyi ishielu,0,0,123,3,1,47,29,0,0,0,0,0,,0.014195713,556,915.997,Ebonyi,6.411876639,7.811789081,136.136,137950.5077
580,ebonyi ivo,7,18,0,0,0,52,3,0,0,4,3,1,,0.020051938,622,289.41,Ebonyi,5.894673344,7.611006364,69.047,143742.2859
213,ebonyi izzi,2,0,90,0,0,4,0,0,0,0,0,0,,0.011330273,532,1095.328,Ebonyi,6.504999481,8.264334231,157.832,486500.6744
15,ebonyi ohaozara,0,0,122,2,0,7,0,0,0,0,0,0,,0.03059015,609,301.588,Ebonyi,5.988413162,7.778947188,77.779,193927.4906
638,ebonyi ohaukwu,157,36,0,0,0,122,0,0,0,4,0,0,,0.079823097,544,537.844,Ebonyi,6.515367831,8.008563052,110.995,236376.7022
7,ebonyi onicha,5,20,0,0,0,0,0,0,0,3,0,0,,0.005026283,599,448.79,Ebonyi,6.107157421,7.833381693,116.657,175794.9817
634,edo akoko edo,0,0,20,26,0,62,8,0,0,0,0,0,,0.078387333,448,1300.022,Edo,7.342464971,6.110688504,207.76,126441.257
636,edo egor,1,0,0,0,0,27,0,0,0,11,0,0,,1.058845885,580,107.951,Edo,6.349095537,5.555675851,47.072,545306.6287
140,edo esan central,31,1,0,0,0,41,13,0,0,6,0,3,,0.160966163,530,255.573,Edo,6.71331724,6.228169889,104.891,108583.4243
343,edo esan north east,0,0,0,0,0,24,0,0,0,1,0,0,,0.148509336,521,346.119,Edo,6.757145904,6.373383651,108.48,177680.8083
599,edo esan south east,1,2,0,0,0,36,0,3,0,0,0,0,,0.021805365,534,1275.819,Edo,6.582709425,6.45945927,163.791,75780.5871
186,edo esan west,0,0,0,14,0,12,1,0,0,0,0,0,,0.137059388,529,505.89,Edo,6.654504609,6.111452593,132.532,157251.7167
34,edo etsako central,1,4,0,0,0,36,1,0,0,3,0,0,,0.014358004,497,682.427,Edo,6.956465324,6.503823302,143.335,79365.1006
117,edo etsako east,0,0,5,28,0,5,7,0,0,0,0,0,,0.078849888,475,1232.928,Edo,7.185711248,6.489819578,180.692,121197.8272
183,edo etsako west,0,0,1,0,0,43,0,1,1,0,0,0,,0.138578737,493,970.942,Edo,6.975679232,6.291693921,156.708,223420.4155
700,edo igueben,2,0,0,0,0,10,0,0,0,2,0,0,,0.102413659,552,398.103,Edo,6.50122403,6.219284465,111.964,53344.5201
518,edo ikpoba okha,2,0,0,0,0,141,0,0,0,4,0,0,,1.144924316,581,840.84,Edo,6.164446808,5.622840125,162.369,826000.1532
313,edo oredo,0,1,0,0,0,125,0,0,0,0,0,1,,0.817090553,586,262.469,Edo,6.213638973,5.523658739,82.168,495685.3049
168,edo orhionmwon,1,5,0,0,0,255,0,1,1,0,0,0,,1.585779594,582,2314.122,Edo,6.051644949,5.975670493,264.797,142292.2916
729,edo ovia north east,1,7,0,0,0,103,1,0,0,3,0,0,,0.635410104,527,2369.425,Edo,6.480107187,5.506323442,345.447,238742.5167
266,edo owan east,10,1,0,0,0,33,0,0,0,9,2,0,,0.056095672,489,1237.467,Edo,7.02752013,6.03244493,162.804,97431.8807
748,edo owan west,4,4,0,0,0,26,0,0,0,0,0,1,,0.061246845,506,705.306,Edo,6.902250109,5.87207887,128.408,71964.6956
190,edo uhunmwonde,1,1,0,0,0,84,1,0,0,0,1,0,,0.152083808,533,2027.641,Edo,6.492221916,5.88451998,186.343,366680.6406
558,ekiti ado ekiti,10,0,0,0,0,182,0,0,0,32,0,0,,0.341422325,434,323.285,Ekiti,7.596663669,5.278622535,82.789,563308.2752
617,ekiti efon,0,0,17,28,0,94,2,0,0,0,0,0,,0.073120282,417,178.489,Ekiti,7.661164227,4.955121704,60.518,55118.8644
8,ekiti ekiti east,2,2,61,0,0,29,1,17,0,0,0,0,,0.027952749,412,220.248,Ekiti,7.736422149,5.682819506,71.896,111712.0324
413,ekiti ekiti south west,0,0,54,12,0,176,36,0,0,0,0,0,,0.04714199,441,307.087,Ekiti,7.509142442,5.076424331,83.109,67470.3555
686,ekiti ekiti west,0,0,71,15,0,138,9,0,0,0,0,0,,0.040228858,406,277.023,Ekiti,7.657539393,5.011015819,97.777,111331.8548
569,ekiti emure,30,8,0,0,0,96,1,0,0,105,1,4,,0.028031879,452,287.28,Ekiti,7.426410865,5.506011953,72.517,64423.5307
6,ekiti gbonyin,84,1,0,0,0,79,0,0,0,13,0,2,,0.018137575,427,420.251,Ekiti,7.598727168,5.499043653,107.031,91611.8421
148,ekiti ido osi,37,2,0,0,0,166,0,0,0,22,0,0,,0.078137443,399,262.414,Ekiti,7.840843085,5.168330358,69.305,156107.9381
214,ekiti ijero,1,3,19,0,0,106,6,3,1,0,1,2,,0.045772358,400,347.719,Ekiti,7.816727956,5.039569308,77.034,155667.9321
60,ekiti ikere,28,3,0,0,0,109,0,0,0,72,0,1,,0.181411962,450,204.225,Ekiti,7.483645471,5.219150253,61.707,125810.0766
562,ekiti ikole,2,2,86,0,0,35,3,88,0,0,0,0,,0.01389758,380,1005.353,Ekiti,7.862408059,5.512289218,157.519,148907.5508
361,ekiti ilejemeje,20,1,0,0,0,28,0,0,0,10,0,1,,0.032899788,391,100.102,Ekiti,7.93042652,5.217003545,43.234,28278.8962
192,ekiti irepodun ifelodun,96,5,0,0,0,15,0,0,0,42,0,7,,0.105352896,418,380.122,Ekiti,7.6970178,5.224239015,94.679,114916.1097
277,ekiti ise orun,51,8,0,0,0,109,0,0,0,187,0,0,,0.030714999,761,336.193,Ekiti,7.426272032,5.395239663,93.604,82734.8123
197,ekiti moba,14,7,0,0,0,84,0,0,0,57,0,1,,0.087674097,387,140.162,Ekiti,7.971167119,5.114304393,56.248,96584.7533
479,ekiti oye,0,0,45,17,0,32,21,0,0,0,0,0,,0.024298963,388,468.89,Ekiti,7.858469248,5.33933691,96.735,99727.5589
533,enugu aninri,1,1,98,0,0,6,0,2,0,0,1,2,,0.036227422,604,293.127,Enugu,6.039421992,7.589767856,77.471,107066.2583
697,enugu awgu,13,3,0,0,0,14,1,0,0,2,3,0,,0.141788206,589,451.503,Enugu,6.14519548,7.437002369,96.867,150902.5749
290,enugu enugu east,8,2,0,0,0,17,4,0,0,5,2,0,,0.57383655,555,331.351,Enugu,6.548962616,7.539074218,74.022,328431.374
56,enugu enugu north,0,3,0,0,0,15,2,0,0,3,2,0,,3.462541079,573,158.204,Enugu,6.447309197,7.537338407,65.198,265167.8108
329,enugu enugu south,11,0,0,0,0,9,0,0,0,14,1,2,,1.895001462,578,70.528,Enugu,6.39608161,7.506341278,40.353,203455.5005
745,enugu ezeagu,0,0,1,23,0,37,1,0,0,0,0,0,,0.075567682,566,618.06,Enugu,6.398115629,7.202846137,114.805,179742.0722
153,enugu igbo etiti,0,0,0,0,0,8,0,0,0,0,0,0,,0.064408266,537,348.216,Enugu,6.67496908,7.406507066,77.96,113133.8798
299,enugu igbo eze north,8,0,0,0,0,46,14,0,0,8,1,1,,0.035327126,500,329.982,Enugu,7.009783835,7.438469152,69.29,108773.394
51,enugu igbo eze south,4,0,0,0,0,25,0,0,0,0,0,0,,0.06559927,507,184.238,Enugu,6.955858317,7.352201054,75.474,97396.0604
68,enugu isi uzo,3,1,2,0,0,0,1,0,1,0,0,0,,0.018951468,525,893.94,Enugu,6.730658712,7.692936799,135.109,111648.6699
500,enugu nkanu east,0,0,23,0,0,1,0,0,0,0,0,0,,0.090163535,559,829.008,Enugu,6.299242054,7.652077724,173.685,130290.9692
360,enugu nkanu west,0,4,0,0,0,75,0,0,0,0,0,0,,0.462025449,579,275.984,Enugu,6.310981374,7.50901851,74.576,96747.5779
246,enugu nsukka,1,2,0,0,0,34,0,0,0,0,6,3,,0.149540675,509,499.389,Enugu,6.839199875,7.353340265,126.22,370878.1713
293,enugu oji river,0,0,5,57,1,23,0,0,0,0,0,0,,0.131874361,593,372.979,Enugu,6.152150558,7.269474765,102.628,89078.976
220,enugu udenu,0,7,0,0,0,23,3,0,0,3,0,1,,0.115684929,517,251.162,Enugu,6.861960522,7.549459749,67.231,142060.8562
743,enugu udi,38,3,0,0,0,31,0,0,0,1,0,0,,0.178933778,550,925.411,Enugu,6.475583049,7.309750795,170.566,267391.4286
185,enugu uzo uwani,0,0,2,19,1,2,9,0,0,0,0,0,,0.025978269,520,902.676,Enugu,6.734888056,7.120716267,184.382,92694.5514
288,fct abaji,2,5,25,0,0,82,0,0,0,0,0,0,,0.021536958,308,1002.453,Abuja,8.806423965,6.822686551,257.578,137510.4396
665,fct bwari,10,9,57,0,0,137,0,1,0,0,0,0,,1.679154988,300,818.909,Abuja,9.20786352,7.429934191,153.605,728784.3978
710,fct gwagwalada,59,0,0,0,0,126,0,0,0,38,1,0,,0.107655255,307,967.762,Abuja,9.053900363,6.985332176,129.429,522133.3055
426,fct kuje,1,12,0,0,0,49,0,0,0,0,0,0,,0.012801995,331,1708.466,Abuja,8.638927252,7.230835055,217.281,292352.9377
662,fct kwali,164,4,0,0,0,128,1,0,0,36,0,0,,0.029357349,329,1299.111,Abuja,8.719626437,6.951803966,151.853,236750.4312
135,fct municipal area council,89,1,0,0,0,135,0,0,0,19,0,0,,3.062904556,314,1585.32,Abuja,8.955237074,7.349282513,206.501,1913131.592
272,gombe akko,2,1,152,0,0,98,45,2,1,0,0,0,,0.204100056,245,2864.11,Gombe,10.14825693,11.06931737,266.37,548030.2024
41,gombe balanga,1,1,135,0,0,25,0,3,0,0,0,0,,0.0000367,260,1801.476,Gombe,9.844473884,11.72003397,216.627,214769.5019
633,gombe billiri,86,7,0,0,0,33,0,0,0,0,0,0,,-0.005537116,265,839.195,Gombe,9.881023632,11.18028806,136.965,177841.587
132,gombe dukku,64,1,39,0,0,21,0,0,0,0,0,0,,-0.006666514,205,3692.063,Gombe,10.80601386,10.87001452,270.941,256370.1804
454,gombe funakaye,13,1,0,0,0,1,0,0,0,0,0,0,,0.043252227,218,1415.664,Gombe,10.80644346,11.40955096,150.326,207208.1497
352,gombe gombe,102,2,0,0,0,9,0,0,0,2,0,0,,0.152181353,248,15.194,Gombe,10.31250932,11.24010499,15.776,285470.5997
761,gombe kaltungo,0,3,0,0,0,14,0,0,0,0,0,0,,-0.008582746,262,1061.022,Gombe,9.87648258,11.50372216,143.977,174806.4627
33,gombe kwami,0,0,76,28,0,3,35,0,0,0,0,0,,0.006232231,228,1658.694,Gombe,10.53238485,11.24020958,181.361,300006.3653
322,gombe nafada,0,0,55,35,0,1,53,0,0,0,0,0,,0.002184343,203,1895.418,Gombe,11.10013024,11.21462745,171.672,93525.7254
175,gombe shongom,0,0,57,5,0,1,2,0,0,0,0,0,,-0.011925741,269,851.998,Gombe,9.687557856,11.24573221,127.024,134735.1645
115,gombe yamaltu deba,0,0,103,33,0,3,50,0,0,0,0,0,,0.004686759,237,2169.225,Gombe,10.30178023,11.5398992,217.043,468311.0687
312,imo aboh mbaise,0,1,0,0,0,187,1,0,0,0,0,0,,0.154241151,673,167.423,Imo,5.425494184,7.25180357,71.728,294875.8995
626,imo ahiazu mbaise,10,1,0,0,0,149,1,0,0,0,0,0,,0.180510884,661,101.874,Imo,5.546393699,7.271346947,43.628,246518.3252
40,imo ehime mbano,13,9,0,0,0,18,0,0,0,0,0,0,,0.076361705,649,150.433,Imo,5.664908115,7.303041892,54.315,237419.3011
69,imo ezinihitte,0,0,0,0,0,108,2,0,0,0,0,0,,0.115274221,668,98.884,Imo,5.464619314,7.326616321,41.875,227651.9544
398,imo ideato north,0,3,0,0,0,42,0,0,0,0,0,0,,0.054400293,629,186.445,Imo,5.866929768,7.15943157,73.368,401331.2199
260,imo ideato south,0,1,0,0,0,25,0,0,0,0,1,0,,0.03161456,634,85.381,Imo,5.790747181,7.155467773,39.54,134290.1285
202,imo ihitte uboma,0,8,0,0,0,73,0,0,0,0,13,0,,0.139053909,654,71.269,Imo,5.621824102,7.365254042,44.026,135298.9168
725,imo ikeduru,0,0,3,41,0,50,4,0,0,0,0,0,,0.22380449,660,179.608,Imo,5.550246189,7.164229734,55.451,367991.7583
494,imo isiala mbano,36,4,0,0,0,160,3,0,0,1,0,1,,0.096611405,651,183.36,Imo,5.667665288,7.203378758,64.341,462750.3562
2,imo isu,0,0,2,14,3,29,1,0,0,0,0,0,,0.15513558,653,35.316,Imo,5.678051135,7.070452713,25.166,169808.3465
425,imo mbaitoli,0,5,0,0,0,183,3,0,0,3,0,0,,0.494737345,657,191.677,Imo,5.589524335,7.039378628,64.363,370473.7565
335,imo ngor okpala,1,3,11,0,0,119,0,0,0,0,0,0,,0.092989089,676,606.508,Imo,5.289260168,7.150182266,110.507,280193.0456
174,imo njaba,0,0,3,22,0,30,0,0,0,0,0,0,,0.204243191,648,80.798,Imo,5.700953033,7.026939472,47.548,254749.9835
489,imo nkwerre,0,4,0,0,0,49,1,0,0,1,2,5,,0.112916536,647,39.228,Imo,5.735041917,7.120756015,28.651,115168.9138
80,imo nwangele,3,17,49,0,0,45,3,15,0,0,0,0,,0.127673201,650,54.933,Imo,5.699012412,7.13679959,34.553,233379.408
485,imo obowo,0,0,1,44,0,28,12,0,0,0,0,0,,0.285748634,662,75.792,Imo,5.54926542,7.360098201,35.881,218732.096
713,imo oguta,4,1,0,0,0,94,0,0,0,2,0,6,,5.645851799,645,480.132,Imo,5.658026487,6.812349004,100.352,140054.3646
200,imo ohaji egbema,154,6,0,0,0,175,0,0,0,1,0,0,,1.252819794,659,1151.802,Imo,5.402373934,6.824514409,166.39,331298.7712
105,imo okigwe,2,1,0,0,0,44,3,0,0,0,0,0,,0.042563712,628,267.045,Imo,5.810877556,7.32558642,80.064,228653.5553
644,imo onuimo,0,2,9,0,0,24,0,0,0,0,0,0,,0.028767037,635,85.708,Imo,5.773626739,7.241101354,40.663,132330.6565
14,imo orlu,9,6,0,0,0,54,0,0,0,1,0,1,,0.195530382,632,129.874,Imo,5.797408273,7.058453284,53.244,397624.0214
543,imo orsu,17,2,0,0,0,61,1,0,0,0,1,0,,0.125718848,630,136.963,Imo,5.861484939,6.997592531,49.344,222095.0477
47,imo oru east,0,1,0,0,0,40,4,0,0,0,1,0,,0.208681138,642,143.325,Imo,5.705575535,6.960153214,65.903,273397.3517
348,imo oru west,2,2,0,0,0,43,0,0,0,0,0,0,,0.214189996,637,92.013,Imo,5.742236019,6.91092584,50.475,244718.2341
44,imo owerri municipal,1,0,0,0,0,221,0,0,0,0,0,0,,3.289780336,671,34.244,Imo,5.478296435,7.034816831,23.8,276963.3949
661,imo owerri north,60,0,0,0,0,114,0,0,0,0,0,0,,0.584623202,667,198.882,Imo,5.441537986,7.09805806,73.423,395069.9085
152,imo owerri west,45,1,0,0,0,216,0,0,0,0,0,4,,0.505195252,664,304.436,Imo,5.432261558,6.980410316,90.073,358703.3373
480,jigawa auyo,263,3,0,0,0,36,0,0,0,38,0,1,,0.105367528,91,500.453,Jigawa,12.31550108,9.996892201,153.313,110535.3455
133,jigawa babura,385,0,0,0,0,220,0,0,0,82,0,0,,0.002277919,50,1043.889,Jigawa,12.58695039,8.837529219,154.618,318938.3139
515,jigawa biriniwa,0,0,301,35,0,22,8,0,0,0,0,0,,0.039891673,43,1587.695,Jigawa,12.78274911,10.03348447,173.679,199557.837
432,jigawa birnin kudu,99,4,0,0,0,5,0,0,0,19,0,0,,0.067298841,171,1435.966,Jigawa,11.45117822,9.490816626,177.797,501384.8795
576,jigawa buji,73,0,0,0,0,2,0,0,0,8,1,0,,0.044292758,167,546.281,Jigawa,11.56280156,9.732350811,108.467,157120.4794
28,jigawa dutse,43,5,0,0,0,10,0,0,0,60,1,0,,0.223607522,136,1036.537,Jigawa,11.77489077,9.298269655,155.571,463492.9154
330,jigawa gagarawa,383,15,0,0,0,145,0,0,0,74,0,0,,0.015451098,77,724.154,Jigawa,12.46513378,9.527916544,117.703,85268.174
78,jigawa garki,346,32,0,0,0,82,0,0,0,150,1,0,,0.011491448,84,1297.764,Jigawa,12.37192364,9.081677703,197.344,229456.0766
0,jigawa gumel,237,2,0,0,0,19,0,0,0,29,0,0,,0.316810904,68,238.098,Jigawa,12.5946304,9.362072781,61.613,91314.2524
297,jigawa guri,13,1,445,0,0,36,0,3,0,0,0,0,,0.015305184,53,1074.267,Jigawa,12.61600944,10.45367046,137.085,108190.9033
123,jigawa gwaram,291,4,0,0,0,48,0,0,0,59,0,0,,0.011332317,192,2025.904,Jigawa,11.17834221,9.991843589,245.29,427415.6828
544,jigawa gwiwa,132,0,0,0,0,135,0,0,0,514,1,2,,0.113357986,51,562.784,Jigawa,12.73132618,8.252276287,98.635,99626.6547
498,jigawa hadejia,174,12,0,0,0,123,0,0,0,1,2,0,,1.192634072,88,47.431,Jigawa,12.4271236,10.03112204,27.137,104526.0674
19,jigawa jahun,133,0,0,0,0,50,0,0,0,22,0,1,,0.02559372,121,1201.961,Jigawa,12.03398095,9.537859959,167.701,307127.0333
723,jigawa kafin hausa,35,9,0,0,0,53,0,0,0,14,0,0,,0.013610783,100,1401.166,Jigawa,12.13236422,10.01016008,151.565,314482.8135
276,jigawa kazaure,68,1,0,0,0,132,0,0,0,85,0,0,,0.03947657,54,858.143,Jigawa,12.46961444,9.745257453,189.301,150989.9288
664,jigawa kiri kasama,465,198,0,0,0,220,0,0,0,43,1,0,,0.122230214,65,367.065,Jigawa,12.62412628,8.521348195,122.167,182651.1398
527,jigawa kiyawa,0,0,225,2,0,210,111,0,0,0,0,0,,0.103517109,62,808.531,Jigawa,12.53878906,10.22355906,138.621,171061.1375
762,jigawa kuagama,215,0,0,0,0,114,0,0,0,0,1,0,,0.049419155,144,1106.815,Jigawa,11.81169948,9.575601187,175.273,290124.1109
83,jigawa maigatari,0,0,478,36,0,6,3,0,0,0,0,0,,0.01708663,758,1098.679,Jigawa,12.69140522,9.533658441,151.647,153527.7741
59,jigawa malam madori,498,0,0,0,0,201,2,0,0,13,0,0,,0.14078734,69,787.242,Jigawa,12.52628793,9.982115471,140.602,202428.7714
233,jigawa miga,1,66,305,0,0,21,0,0,0,0,0,0,,0.020466011,106,618.096,Jigawa,12.19122587,9.675586637,112.198,157856.0054
758,jigawa ringim,0,0,597,67,0,21,129,0,0,0,0,0,,0.080108531,108,872.272,Jigawa,12.13033438,9.096445949,153.075,272605.9175
641,jigawa roni,165,2,0,0,0,70,0,0,0,161,1,1,,0.008958682,70,237.79,Jigawa,12.56151162,8.316402732,110.887,106491.6266
157,jigawa sule tankarkar,0,7,180,0,0,20,13,1,0,0,0,0,,0.042741826,760,1488.303,Jigawa,12.62622333,9.170087581,180.385,207110.6545
606,jigawa taura,399,0,0,0,0,67,0,0,0,30,0,0,,0.057987139,99,678.662,Jigawa,12.23304748,9.342632256,138.645,195141.845
23,jigawa yankwashi,130,0,0,0,0,81,0,0,0,52,0,0,,0.087393344,52,448.059,Jigawa,12.73012806,8.494743226,112.758,90451.7534
646,kaduna birnin gwari,2,1,127,0,0,33,4,15,0,0,0,0,,0.017384537,200,6281.145,Kaduna,10.8573347,6.654622958,434.131,439061.7678
205,kaduna chikun,109,1,0,0,0,50,0,0,0,22,0,0,,0.124498362,224,4879.182,Kaduna,10.36694454,7.240920672,434.993,702917.6707
752,kaduna giwa,0,0,40,1,0,0,0,0,0,0,0,0,,0.014821193,198,1957.978,Kaduna,11.10451776,7.392072752,214.4,377897.4489
316,kaduna igabi,40,13,0,0,0,44,0,0,0,7,1,1,,0.268399037,219,3508.283,Kaduna,10.71688931,7.547071207,349.105,825929.7055
727,kaduna ikara,1,0,156,0,0,16,0,0,0,0,0,0,,-0.000204,190,902.758,Kaduna,11.25264792,8.196087483,204.695,344838.1418
520,kaduna jaba,102,6,0,0,0,12,0,0,0,20,0,0,,0.034061751,284,429.905,Kaduna,9.448955533,8.03468141,98.461,157052.3173
586,kaduna jema a,154,3,0,0,0,71,2,0,0,4,0,0,,0.010746586,290,1712.243,Kaduna,9.33521727,8.248236945,217.579,258235.1183
477,kaduna kachia,9,0,122,0,0,10,0,0,0,0,0,0,,0.000544,255,4624.107,Kaduna,9.818531789,7.648666673,362.304,338468.7953
755,kaduna kaduna north,22,9,0,0,0,56,1,0,0,17,0,0,,6.531496567,235,87.798,Kaduna,10.56083239,7.455289515,53.048,312885.45
690,kaduna kaduna south,83,3,0,0,0,20,0,0,0,3,0,0,,7.77297752,240,60.113,Kaduna,10.47372385,7.422602543,38.603,305109.466
470,kaduna kagarko,0,0,66,7,0,5,5,0,0,0,0,0,,0.048653405,763,2235.093,Kaduna,9.437805796,7.616832014,249.469,306589.9636
654,kaduna kajuru,16,2,0,0,0,65,0,0,0,2,0,1,,-0.003316936,242,2234.228,Kaduna,10.2523021,7.885087489,201.982,183670.5509
139,kaduna kaura,4,42,0,0,0,17,1,0,0,5,4,0,,0.05544266,278,508.776,Kaduna,9.593169817,8.457096992,104.383,166793.101
547,kaduna kauru,0,0,67,2,0,0,73,0,0,0,0,0,,-0.009680654,231,2739.35,Kaduna,10.26329012,8.286802621,317.624,336285.4222
96,kaduna kubau,0,0,0,0,0,7,0,0,0,0,0,0,,-0.002991397,211,2428.078,Kaduna,10.84709665,8.343238003,248.365,520846.5868
653,kaduna kudan,0,0,65,13,0,4,18,0,0,0,0,0,,0.045997412,199,395.747,Kaduna,11.25202374,7.782917413,92.978,162827.5088
116,kaduna lere,2,0,62,0,0,5,0,0,0,0,0,0,,-0.00202759,232,2325.557,Kaduna,10.32653332,8.555375355,233.654,555958.757
261,kaduna makarfi,25,0,0,0,0,57,0,0,0,26,0,0,,0.023619613,194,518.896,Kaduna,11.30040706,7.971482223,95.01,321632.0574
95,kaduna sabon gari,29,0,0,0,0,35,0,0,0,15,0,0,,0.907658277,206,244.708,Kaduna,11.15950119,7.688105219,70.784,320434.7833
610,kaduna sanga,4,3,0,0,0,3,0,0,0,0,0,0,,0.009227136,295,1323.478,Kaduna,9.213472919,8.481690889,203.467,214063.2505
403,kaduna soba,207,3,0,0,0,3,0,0,0,115,0,0,,-0.002076367,209,2159.857,Kaduna,10.93982174,7.985741605,192.611,542500.2958
570,kaduna zangon kataf,78,0,0,0,0,31,0,0,0,17,0,0,,0.017815229,258,2633.826,Kaduna,9.822633253,8.22597972,213.156,360622.884
201,kaduna zaria,102,5,0,0,0,16,1,0,0,21,0,1,,0.507565908,213,303.404,Kaduna,11.023143,7.714277512,82.388,565567.7308
693,kano ajingi,36,0,0,0,0,116,0,0,0,128,0,1,,0.003929493,130,693.982,Kano,11.94796489,9.029501195,128.946,239619.6164
487,kano albasu,31,1,0,0,0,152,0,0,0,221,0,2,,0.009702905,170,460.539,Kano,11.62254543,9.091499579,117.04,213533.3643
280,kano bagwai,0,0,91,14,0,6,77,0,0,0,0,0,,0.014942649,120,383.842,Kano,12.08016926,8.118563776,85.513,211456.3729
85,kano bebeji,35,1,0,0,0,122,0,0,0,312,0,7,,0.118318925,169,758.962,Kano,11.49166084,8.284119602,113.861,248847.2285
530,kano bichi,58,17,0,0,0,70,0,0,0,97,0,0,,0.022093655,101,610.056,Kano,12.24283022,8.245625112,127.066,445252.321
165,kano bunkure,0,0,67,16,0,4,16,0,0,0,0,0,,0.057344632,164,470.368,Kano,11.66315062,8.567959462,118.722,242175.3577
472,kano dala,2,2,0,0,0,39,0,0,0,0,0,0,,6.349254606,134,24.943,Kano,11.99837759,8.462518711,24.213,483957.1804
